Page,Job_title,Company,Location,Search_eng,Term,URL,Words_of_concern
0,Data Specialist - Credit Risk,Bananacoast Community Credit Union Ltd,,SEEK,data analyst,https://www.seek.com.au//job/35532686?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-2921748,python & must & experi & year & resid & perman & citizenship
2,Strategic Credit Risk Analyst,Bank of Queensland,"Newstead, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=375gykxdte&lang=en&k=data+analyst,*No found
2,Junior Civil Structural Drafter ,Bayside Personnel,,SEEK,junior software engineering,https://www.seek.com.au//job/35317162?type=standout&userqueryid=5e995f13cf4c3a14c2b8b10068dbdffa-3087235,minimum & experi & year
4,"Creative Architectural Draftsperson- Urban design, playgroun...",Bespoke Career Management,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=09e9843049e94782&fccid=f5e835f63d36fdc5,senior & experi & year & perman
2,Architectural Graduate,Bespoke Careers,,SEEK,python,https://www.seek.com.au//job/35418820?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-2956280,python & experi & year
6,Architectural Draftsperson / illustrator - Creative urban de...,Bespoke Careers,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=6cfb4d040232f820&fccid=2569412f8dfb9429,senior & experi & year & perman
0,Mobile Developer - Global eCom Leader -  Relocate to BANGKOK,Big Wednesday,,SEEK,programmer,https://www.seek.com.au//job/35547365?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-2840122,java & visa & experi
2,Software Developer,Bigmate Monitoring Services,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35526152?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-2841042,java & experi & year
1,Graduate/Associate Automation Engineer,Blackbook.AI,,SEEK,graduate software engineering,https://www.seek.com.au//job/35388345?type=standard&userqueryid=f04700688e15f2a487ffaba7656368e5-3027630,graduat & must & senior & experi & year
2,Junior/Mid Level Web Developer,Blue Dog Training,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35465135?type=promoted&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-2879365,ethic & experi
2,Full-Stack Software Engineer,Blue Ocean Sourcing Pty Ltd,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35523851?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-2841042,java & python & experi & perman
0,Capacity Planning Analyst,Bluhat,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=1dd366be2dadbbb8&fccid=83ab527bbd20e42a&vjs=3,*No found
0,Capacity Planning Analyst,Bluhat Consulting Pty Ltd,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35506254?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-2955098,python & minimum & experi & year
2,Software Tester,Boeing,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=u6q9ag78qu&lang=en&k=software+engineering,*No found
5,Software Developer,Boeing,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=pg4cirgrxi&lang=en&k=software+engineering,*No found
2,Systems Support Analyst,Boeing,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=hd02idxckq&lang=en&k=data+analyst,*No found
0,Software Engineer,Boeing Company,"Brisbane, Queensland",Neuvoo,junior python,https://au.neuvoo.com/job.php?id=mtspqm5mcp&lang=en&k=junior+python,*No found
2,Software Tester ,Boeing Defence Australia,,SEEK,software engineering,https://www.seek.com.au//job/35493518?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-2805314,must & senior & experi & citizen
2,Software Developer ,Boeing Defence Australia,,SEEK,software engineering,https://www.seek.com.au//job/35493282?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-2805314,java & must & senior & experi & citizen
3,Software Developers,Boeing Defence Australia,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35467688?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-2805944,python & must & experi & citizen
0,Principal Software Engineer,Boeing Defence Australia,,SEEK,software engineering,https://www.seek.com.au//job/35536694?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-2804127,java & must & experi & year & citizen
1,Software Engineers,Boeing RIV Site,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=2004f2fbd36d10ff&fccid=edae4285faf6c2f0&vjs=3,.net & python & must & experi & citizen
1,Principal Software Engineer,Boeing RIV Site,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=ebfdd1e3f33b95d1&fccid=edae4285faf6c2f0,java & must & experi & year & perman & citizen
1,New Homes Sales Consultant,Bold Properties,Northern Suburbs,SEEK,developer,https://www.seek.com.au//job/35544883?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-2878822,experi & year
1,Project Engineer – Commercial,Boral Limited,"Brisbane, Queensland",Neuvoo,graduate developer,https://au.neuvoo.com/job.php?id=eiczckh67t&lang=en&k=graduate+developer,*No found
3,Thin Lizzy Retail Assistant/Product Demonstrator - Northern...,Brand Developers,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=9388c8237bc5ff35&fccid=a674fe5a54524250&vjs=3,must & experi
3,Thin Lizzy Retail Assistant /Product Demonstrator,Brand Developers Ltd,Northern Suburbs,SEEK,developer,https://www.seek.com.au//job/35533064?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-2879842,must & experi
5,Intermediate C# / Javascript Software Developer,Brightfox,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35442845?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-2807092,.net & minimum & experi & year
2,Junior Construction Lawyer,Burgess Paluch,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=08692aca4e27183a&fccid=bde30506b4abbb95&vjs=3,experi & year
3,Planning & Environment - Partner / Special Counsel,Burgess Paluch,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=4909304c0cc66b86&fccid=bde30506b4abbb95,minimum & senior & experi & year
1,Junior Construction Lawyer,Burgess Paluch Legal Recruitment,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=752jf6mbse&lang=en&k=junior+developer,*No found
4,Planning & Environment Lawyer,Burgess Paluch Legal Recruitment,,SEEK,developer,https://www.seek.com.au//job/35529048?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-2880400,experi & year
1,Planning & Environment - Partner / Special Counsel,Burgess Paluch Legal Recruitment,,SEEK,developer,https://www.seek.com.au//job/35544124?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-2878822,minimum & experi & year
0,Assistant Accountant/Treasury Analyst,"CBRE, Inc","Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=4miutgtekc&lang=en&k=data+analyst,*No found
0,CNC / Saw Programmer/ Operator,CMG Stone,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35411896?type=promoted&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-2840122,minimum & must & experi & year
1,Analyst/Developer (Rockhampton),CQUniversity,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35540094?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-2840649,must & experi
5,Hydrogeochemist,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=jfivayv0t4&lang=en&k=data+science,*No found
4,Programming Engineer,CSIRO,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=pwrvayicfd&lang=en&k=software+engineering,*No found
3,Report Writer,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=5iabbspy3p&lang=en&k=data+science,*No found
1,Technical Business Analyst/Data Analyst,Capital Talent Consulting Pty Ltd,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35443258?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-2922239,experi
1,Civil Engineer,Cardno,CBD & Inner Suburbs,SEEK,junior software engineering,https://www.seek.com.au//job/35346452?type=standout&userqueryid=5e995f13cf4c3a14c2b8b10068dbdffa-3086800,experi
0,Graduate Environmental/Geotechnical Engineer,Cardno Limited.,Queensland,Neuvoo,graduate data science,https://au.neuvoo.com/job.php?id=9y6x3waxn3&lang=en&k=graduate+data+science,*No found
1,Civil Engineer,Cardno Limited.,Queensland,Neuvoo,junior software engineering,https://au.neuvoo.com/job.php?id=9mu0kg7hxr&lang=en&k=junior+software+engineering,*No found
4,Civil Designer (Townsville),Cardno Limited.,Queensland,Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=kikz4dmwwb&lang=en&k=software+engineering,*No found
0,Help Desk / Technical Support Engineer,CentreforceIT Pty Ltd,Southern Suburbs & Logan,SEEK,developer,https://www.seek.com.au//job/35548016?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-2878284,experi
5,Women’s Product Developer,City Beach,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35526623?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-2880913,must & experi
1,SAP CRM ABAP- BRF+ Developers,Clicks IT Recruitment,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=9dhyhnxzsr&lang=en&k=developer,*No found
1,Statistical Programmer (Full Time),Clinical Network Services,Toowong QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=7beed84fb749e628&fccid=043e2f13b2572f3f,*No found
3,DEVOPS ENGINEER,CloudTrek,Newstead QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=764e5d5b1e010419&fccid=cca2c7270569e9ed&vjs=3,python & experi
1,Junior Developer,Coachwood IT & Executive Recruitment,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//company/Coachwood-IT-&-Executive-Recruitment/jobs/Junior-Developer-1f6a733c6add1f2c?fccid=4cee78f2aa5ab89b,graduat & must & experi & perman
0,Junior Developer/Support,Coachwood Information Professionals P/L,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35337107?type=standard&userqueryid=943fa3d6a5fecad591038501d4ecacda-3120725,graduat & must & experi & year & perman
2,Analyst,Commonwealth Bank,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=88gkkty6zk&lang=en&k=data+analyst,*No found
0,Level 2 Support /Entry Level Developer,Companion Software,Southern Suburbs & Logan,SEEK,graduate developer,https://www.seek.com.au//job/35516137?type=standard&userqueryid=81f979cf648aa121bdf482c921459bd6-3057930,.net & graduat & experi
0,Online Programmer,Conkerberry Games Recruitment,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=281d5016f8081924&fccid=20589dc00f3aea35&vjs=3,must & visa & experi & year & resid & citizen
6,Gameplay Programmer,Conkerberry Games Recruitment,Brisbane QLD,Indeed,junior programmer,https://au.indeed.com//rc/clk?jk=deb0d0cf716adb61&fccid=20589dc00f3aea35,*No found
0,Build Engineer,Conkerberry Games Recruitment,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=1cfc096d8bb43231&fccid=20589dc00f3aea35&vjs=3,.net & python & visa & experi & resid & citizen
0,Data Analysis,Conkerberry Games Recruitment,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=9308a9924439e3cc&fccid=20589dc00f3aea35&vjs=3,python & visa & experi & resid & citizen
0,Recruitment Consultant,Construction People Pty Ltd,,SEEK,developer,https://www.seek.com.au//job/35547085?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-2878284,*No found
2,Dynamics CRM Developer,Control Logic,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35526665?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-2841042,experi & year
0,Regulatory Affairs Specialist,Cook Australia,CBD & Inner Suburbs,SEEK,graduate data science,https://www.seek.com.au//job/35403970?type=standout&userqueryid=ca8c5b1ba8c82d524125fd1ab7b3db2d-3039844,experi
2,Analyst HR Business Partner,CoreStaff,Queensland,Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=ghii3hzhxx&lang=en&k=data+analyst,*No found
5,Experienced .Net Developer,Cote Software & Solutions,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35495602?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-2842704,.net & mentor & minimum & must & experi & year & resid & perman & citizen
0,Clinical Research Associate (CRA2/SCRA),Covance,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=mqa42hkb2c&lang=en&k=data+science,*No found
4,Business Analyst,Credit Union Australia Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=qhzrufg4rr&lang=en&k=data+analyst,*No found
2,Internal Audit Analyst,Credit Union Australia Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=25jw0tf05s&lang=en&k=data+analyst,*No found
4,PHP Developer,Creditworks Australia Pty Ltd,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35528776?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-2880400,must & experi & year
0,Principal Engineer,Cubic,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35541951?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-2804127,minimum & must & senior & experi & year
2,BI Consultants,DWS,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=98d1f030f0a0a7ad&fccid=9e7c13066641deea&vjs=3,mentor & experi
5,SAP CRM Specialists,DWS Limited,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35500561?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-2842704,experi & year & citizenship
4,SAP Fiori/UI5 Specialists,DWS Limited,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35501131?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-2842058,experi & year & citizenship
4,CNC Lathe Machinist/Programmer,Dalzell & Bagley Engineering,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35509019?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-2842058,experi & year
0,Lead Data / Insights Analyst - Strategic role,Data Talent Australia,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=f9687fd3d417133f&fccid=439dc46b35c33d9a&vjs=3,*No found
0,"Head of Global Data Science Practice: Oil & Energy, Mining &...",Data Talent Australia,Brisbane QLD,Indeed,data science,https://au.indeed.com//rc/clk?jk=2a7a6b0693fb61ce&fccid=439dc46b35c33d9a,*No found
