Page,Job_title,Company,Location,Search_eng,Term,URL
0,GRADUATE ENGINEER (Acoustics),Acworth Recruitment,Southern Suburbs & Logan,SEEK,graduate data science,https://www.seek.com.au//job/35552423?type=standout&userqueryid=ca8c5b1ba8c82d524125fd1ab7b3db2d-6040052
4,Automation Developer,Adaps,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=9c2b26c33f4d4904&fccid=ad7d1489eb2ecef6&vjs=3
4,Project Engineer,Adelaide Brighton Ltd,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=xn4ctg66uz&lang=en&k=software+engineering
3,Mid-Year 2018,Adidas,"Brisbane, Queensland",Neuvoo,graduate software engineering,https://au.neuvoo.com/job.php?id=u8cf44zfbm&lang=en&k=graduate+software+engineering
1,Apprentice Engineering Mechanical – Fitter and Turner ID (1387),Ai Group Apprentice & Trainee Centre,CBD & Inner Suburbs,SEEK,graduate software engineering,https://www.seek.com.au//job/35442178?type=standard&userqueryid=f04700688e15f2a487ffaba7656368e5-6027267
1,ARH Software Engineer,Airbus Group Australia Pacific,Brisbane Airport QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=495ed81862643920&fccid=bc2d8021313233ce
1,ARH Software Engineer,Airbus Group Australia Pacific Limited,,SEEK,software engineering,https://www.seek.com.au//job/35501495?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-5809473
0,ARH Software Engineer,Airbus Groups,"Brisbane Airport, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=d6kvdjuwns&lang=en&k=software+engineering
5,Aircraft Structures Design Engineer,Airbus Groups,"Brisbane Airport, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=dgbmxyp85v&lang=en&k=software+engineering
2,Data Scientists x 2,Ajilon,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35450958?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-5956681
1,Business and Data Analyst,Ajilon,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35495588?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5922991
0,Network Engineer - Team Leaders,Ajilon,,SEEK,junior software engineering,https://www.seek.com.au//job/35553172?type=standout&userqueryid=5e995f13cf4c3a14c2b8b10068dbdffa-6088829
1,Python Developer,Ajilon,,SEEK,python,https://www.seek.com.au//job/35474619?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-5956204
4,Trade Qualified Boilermaker,All Trades Queensland,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=w2032ceptr&lang=en&k=developer
2,Integration/DevOps,Ambition,Brisbane Central Business District QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=9bbe167a78fdb418&fccid=c9cd3dc1c74035d6
0,Python Developer- Brisbane CBD,Ambition,Brisbane Central Business District QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=20d71244bb795042&fccid=c9cd3dc1c74035d6
2,Python Developer- Brisbane CBD,Ambition Technology,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35547227?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5880027
1,Integration/DevOps,Ambition Technology,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35479875?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-5956204
5,SOFTWARE ENGINEER,Ansaldo,Eagle Farm QLD,Indeed,junior python,https://au.indeed.com//rc/clk?jk=ebe4320fdd38ee19&fccid=371f5c6e912b30d4&vjs=3
5,SOFTWARE ENGINEER,Ansaldo STS,"Eagle Farm, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=3u7j2j4gwc&lang=en&k=data+science
0,SOFTWARE ENGINEER - GRADUATE/JUNIOR,Ansaldo STS Australia Pty Ltd,,SEEK,junior software engineering,https://www.seek.com.au//job/35531574?type=standard&userqueryid=5e995f13cf4c3a14c2b8b10068dbdffa-6088829
0,Inventory Analyst/Management Accountant,Arrium,Queensland,Neuvoo,graduate data analyst,https://au.neuvoo.com/job.php?id=z6n0sguu4z&lang=en&k=graduate+data+analyst
5,Software Engineer (React / node.js),AssetChain,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35430930?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-5811986
0,Front End Developer | Angular | Mid to Junior,Attract People,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35333106?type=standard&userqueryid=943fa3d6a5fecad591038501d4ecacda-6123362
5,Full Stack GoLang Developer,Attract People,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35529922?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5881541
6,Lead Mobile Developer,Attract People,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35414431?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-5812366
4,Full Stack .NET Developer,Attract People,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35514379?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5845780
2,Structural Engineer,Aurecon,,SEEK,python,https://www.seek.com.au//job/35462619?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-5956681
3,Power Systems Engineer,Aurecon,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35374945?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-5957183
0,Structural Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,graduate python,https://au.neuvoo.com/job.php?id=74c58isq4z&lang=en&k=graduate+python
1,Principal Process Engineer – Water Treatment,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,junior software engineering,https://au.neuvoo.com/job.php?id=hfkxv6zmj9&lang=en&k=junior+software+engineering
1,Power Systems Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,python,https://au.neuvoo.com/job.php?id=z6bd7f58pz&lang=en&k=python
0,Expression of Interest - Indigenous Australian and Female Employment Opportunities,Aurizon Holdings Limited,"Brisbane, Queensland",Neuvoo,graduate data analyst,https://au.neuvoo.com/job.php?id=7n4eiu33rn&lang=en&k=graduate+data+analyst
5,Environmental Team Leader,Aust Care Environmental Services,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=d13c6a17c06d3dc7&fccid=8adf2435aff46dcc
4,Environmental Operator,Aust Care Environmental Services PL,,SEEK,developer,https://www.seek.com.au//job/35536785?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5881020
2,Cabinet Maker/Programmer,Australian Benchtop Specialists Pty Ltd,Northern Suburbs,SEEK,programmer,https://www.seek.com.au//job/35536093?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5844649
1,Principal Engineer - National Planning,Australian Energy Market Operator (AEMO),CBD & Inner Suburbs,SEEK,graduate software engineering,https://www.seek.com.au//job/35396411?type=standout&userqueryid=f04700688e15f2a487ffaba7656368e5-6027267
0,Administration Assistant,Australian Laboratory Services Ltd,Northern Suburbs,SEEK,junior data science,https://www.seek.com.au//job/35480419?type=standard&userqueryid=a6ee949de1ce8beb421a9cf379c1e6bd-6102565
0,ANAO 2019 Graduate Program,Australian National Audit Office - Graduate,CBD & Inner Suburbs,SEEK,graduate data analyst,https://www.seek.com.au//job/35429242?type=standout&userqueryid=9d37c2735b35f84d1011aaebb7737cf6-6069426
0,Machinist - CNC Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=b87e002a262f93ca&fccid=96717984c937c161&vjs=3
1,CNC Machinist - Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=9e62175326af6afe&fccid=96717984c937c161&vjs=3
0,Excavator Operator,Australian Recruiting Group,Ellen Grove QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=5d7eb079323d7e71&fccid=96717984c937c161&vjs=3
0,Excavator Operator,Australian Recruiting Group -Trades,Western Suburbs & Ipswich,SEEK,developer,https://www.seek.com.au//job/35552988?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5878957
1,ASIO Future Technologists Graduate Program - ACT,Australian Security Intelligence Organisation,CBD & Inner Suburbs,SEEK,graduate software engineering,https://www.seek.com.au//job/35428231?type=standout&userqueryid=f04700688e15f2a487ffaba7656368e5-6027267
6,CRM Functional,Avanade,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=5e9f38fccfa43881&fccid=5386281035076fdf&vjs=3
0,Structural Engineer,B SERIES Group of Recruitment Consultancies,CBD & Inner Suburbs,SEEK,graduate software engineering,https://www.seek.com.au//job/35488725?type=standard&userqueryid=f04700688e15f2a487ffaba7656368e5-6026790
2,Specialist Technical Computing Apps & GIS,BHP Billiton Group,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35437364?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-5956681
1,Systems Support Analyst,BOEING,Brisbane QLD,Indeed,data analyst,https://au.indeed.com//rc/clk?jk=3563afa6d5798c37&fccid=edae4285faf6c2f0
0,Principal Software Engineer,BOEING,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=58edbbf540a89e21&fccid=edae4285faf6c2f0
2,Systems Support Analyst,BOEING AUSTRALIA,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35418699?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5923484
2,Strategic Credit Risk Analyst,BOQ,"Newstead, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=x8wexia9uh&lang=en&k=data+analyst
0,Data Specialist - Credit Risk,Bananacoast Community Credit Union Ltd,,SEEK,python,https://www.seek.com.au//job/35532686?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-5955759
2,Strategic Credit Risk Analyst,Bank of Queensland,"Newstead, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=375gykxdte&lang=en&k=data+analyst
3,"Creative Architectural Draftsperson- Urban design, playgroun...",Bespoke Career Management,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=09e9843049e94782&fccid=f5e835f63d36fdc5&vjs=3
3,Architectural Draftsperson / illustrator - Creative urban de...,Bespoke Careers,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=6cfb4d040232f820&fccid=2569412f8dfb9429&vjs=3
2,Architectural Graduate,Bespoke Careers,,SEEK,python,https://www.seek.com.au//job/35418820?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-5956681
2,Mobile Developer - Global eCom Leader -  Relocate to BANGKOK,Big Wednesday,,SEEK,developer,https://www.seek.com.au//job/35547365?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5880027
2,Software Developer,Bigmate Monitoring Services,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35526152?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5844649
1,Graduate/Associate Automation Engineer,Blackbook.AI,,SEEK,graduate software engineering,https://www.seek.com.au//job/35388345?type=standard&userqueryid=f04700688e15f2a487ffaba7656368e5-6027267
0,Junior/Mid Level Web Developer,Blue Dog Training,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35465135?type=standout&userqueryid=943fa3d6a5fecad591038501d4ecacda-6123362
3,Full-Stack Software Engineer,Blue Ocean Sourcing Pty Ltd,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35523851?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5845190
0,Capacity Planning Analyst,Bluhat,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=1dd366be2dadbbb8&fccid=83ab527bbd20e42a
0,Capacity Planning Analyst,Bluhat Consulting Pty Ltd,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35506254?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-5955759
0,Software Developer,Boeing,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=pg4cirgrxi&lang=en&k=developer
2,Software Tester,Boeing,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=u6q9ag78qu&lang=en&k=software+engineering
2,Systems Support Analyst,Boeing,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=0bz68x5fvq&lang=en&k=data+analyst
2,Software Engineer,Boeing Company,"Brisbane, Queensland",Neuvoo,junior software engineering,https://au.neuvoo.com/job.php?id=mtspqm5mcp&lang=en&k=junior+software+engineering
2,Software Tester ,Boeing Defence Australia,,SEEK,software engineering,https://www.seek.com.au//job/35493518?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-5810131
6,Software Developer ,Boeing Defence Australia,,SEEK,programmer,https://www.seek.com.au//job/35493282?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5846701
4,Software Developers,Boeing Defence Australia,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35467688?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-5811380
0,Principal Software Engineer,Boeing Defence Australia,,SEEK,software engineering,https://www.seek.com.au//job/35536694?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-5808995
1,Software Engineers,Boeing RIV Site,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=2004f2fbd36d10ff&fccid=edae4285faf6c2f0
4,Principal Software Engineer,Boeing RIV Site,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=ebfdd1e3f33b95d1&fccid=edae4285faf6c2f0&vjs=3
2,New Homes Sales Consultant,Bold Properties,Northern Suburbs,SEEK,developer,https://www.seek.com.au//job/35544883?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5880027
3,Project Engineer – Commercial,Boral Limited,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=eiczckh67t&lang=en&k=developer
5,Thin Lizzy Retail Assistant /Product Demonstrator,Brand Developers Ltd,Bayside & Eastern Suburbs,SEEK,developer,https://www.seek.com.au//job/35533189?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5881541
5,Intermediate C# / Javascript Software Developer,Brightfox,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35442845?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-5811986
2,Junior Construction Lawyer,Burgess Paluch,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=08692aca4e27183a&fccid=bde30506b4abbb95
3,Planning & Environment - Partner / Special Counsel,Burgess Paluch,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=4909304c0cc66b86&fccid=bde30506b4abbb95&vjs=3
2,Planning & Environment - Partner / Special Counsel,Burgess Paluch Legal Recruitment,,SEEK,developer,https://www.seek.com.au//job/35544124?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5880027
5,Planning & Environment Lawyer,Burgess Paluch Legal Recruitment,,SEEK,developer,https://www.seek.com.au//job/35529048?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5881541
0,Junior Construction Lawyer,Burgess Paluch Legal Recruitment,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=752jf6mbse&lang=en&k=junior+developer
0,Assistant Accountant/Treasury Analyst,"CBRE, Inc","Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=4miutgtekc&lang=en&k=data+analyst
0,CNC / Saw Programmer/ Operator,CMG Stone,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35411896?type=promoted&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5843591
4,Analyst/Developer (Rockhampton),CQUniversity,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35539989?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5881020
0,Programming Engineer,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=pwrvayicfd&lang=en&k=data+science
5,Hydrogeochemist,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=jfivayv0t4&lang=en&k=data+science
4,Report Writer,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=5iabbspy3p&lang=en&k=data+science
2,Technical Business Analyst/Data Analyst,Capital Talent Consulting Pty Ltd,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35443258?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5923484
1,Civil Engineer,Cardno,CBD & Inner Suburbs,SEEK,junior software engineering,https://www.seek.com.au//job/35346452?type=standout&userqueryid=5e995f13cf4c3a14c2b8b10068dbdffa-6089277
1,Graduate Environmental/Geotechnical Engineer,Cardno Limited.,Queensland,Neuvoo,graduate data science,https://au.neuvoo.com/job.php?id=9y6x3waxn3&lang=en&k=graduate+data+science
1,Civil Engineer,Cardno Limited.,Queensland,Neuvoo,junior software engineering,https://au.neuvoo.com/job.php?id=9mu0kg7hxr&lang=en&k=junior+software+engineering
4,Civil Designer (Townsville),Cardno Limited.,Queensland,Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=kikz4dmwwb&lang=en&k=software+engineering
1,Help Desk / Technical Support Engineer,CentreforceIT Pty Ltd,Southern Suburbs & Logan,SEEK,developer,https://www.seek.com.au//job/35548016?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5879551
6,Women’s Product Developer,City Beach,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35526623?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5881999
0,Principal ETL Developer / Business Intelligence Analyst,Clicks IT Recruitment,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35553730?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5843591
1,Statistical Programmer (Full Time),Clinical Network Services,Toowong QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=7beed84fb749e628&fccid=043e2f13b2572f3f&vjs=3
2,DEVOPS ENGINEER,CloudTrek,Newstead QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=764e5d5b1e010419&fccid=cca2c7270569e9ed
1,Junior Developer,Coachwood IT & Executive Recruitment,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//company/Coachwood-IT-&-Executive-Recruitment/jobs/Junior-Developer-1f6a733c6add1f2c?fccid=4cee78f2aa5ab89b&vjs=3
0,Junior Developer/Support,Coachwood Information Professionals P/L,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35457878?type=standard&userqueryid=943fa3d6a5fecad591038501d4ecacda-6123362
1,Analyst,Commonwealth Bank,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=88gkkty6zk&lang=en&k=data+analyst
0,Level 2 Support /Entry Level Developer,Companion Software,Southern Suburbs & Logan,SEEK,graduate developer,https://www.seek.com.au//job/35516137?type=standard&userqueryid=81f979cf648aa121bdf482c921459bd6-6058675
1,Junior Recruitment Consultant,Construction People Pty Ltd,,SEEK,developer,https://www.seek.com.au//job/35551623?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5879551
2,Recruitment Consultant - Built Environment,Construction People Pty Ltd,,SEEK,developer,https://www.seek.com.au//job/35547085?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5880027
2,Dynamics CRM Developer,Control Logic,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35526665?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5844649
0,Regulatory Affairs Specialist,Cook Australia,CBD & Inner Suburbs,SEEK,graduate data science,https://www.seek.com.au//job/35403970?type=standout&userqueryid=ca8c5b1ba8c82d524125fd1ab7b3db2d-6040052
2,Analyst HR Business Partner,CoreStaff,Queensland,Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=ghii3hzhxx&lang=en&k=data+analyst
6,Experienced .Net Developer,Cote Software & Solutions,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35495602?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5846701
0,Clinical Research Associate (CRA2/SCRA),Covance,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=mqa42hkb2c&lang=en&k=data+science
2,Internal Audit Analyst,Credit Union Australia Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=25jw0tf05s&lang=en&k=data+analyst
4,Business Analyst,Credit Union Australia Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=qhzrufg4rr&lang=en&k=data+analyst
2,PHP Developer,Creditworks Australia Pty Ltd,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35528776?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5844649
0,Principal Engineer,Cubic,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35541951?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-5808995
2,Property & Development Lawyer,D'Arcy Weil,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=75cb07f06fb8663c&fccid=dd616958bd9ddc12&vjs=3
2,Commercial Property & Development Lawyer,D'Arcy Weil,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=6c98e9bd63758719&fccid=dd616958bd9ddc12&vjs=3
2,BI Consultants,DWS,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=98d1f030f0a0a7ad&fccid=9e7c13066641deea
5,SAP Fiori/UI5 Specialists,DWS Limited,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35501131?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5846238
5,SAP CRM Specialists,DWS Limited,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35500561?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5846238
5,CNC Lathe Machinist/Programmer,Dalzell & Bagley Engineering,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35509019?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5846238
0,GEOVIA R&D Development Engineer,Dassault Systèmes,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=c525631e0309de9e&fccid=29d37d43c382c8fe&vjs=3
2,"Head of Global Data Science Practice: Oil & Energy, Mining &...",Data Talent Australia,Brisbane QLD,Indeed,data science,https://au.indeed.com//rc/clk?jk=531b91af2cfd607f&fccid=439dc46b35c33d9a&vjs=3
0,Lead Data / Insights Analyst - Strategic role,Data Talent Australia,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=5949ec84775dbf0c&fccid=439dc46b35c33d9a
0,"Head of Global Data Science Practice: Oil & Energy, Mining & Metal or  Utilities",Data Talent Pty Ltd,CBD & Inner Suburbs,SEEK,data science,https://www.seek.com.au//job/35542028?type=standard&userqueryid=dd277dacbe196026c76952c136329fc6-5827755
2,Lead Data / Insights Analyst - Strategic role | Innovative Marketing Agency |,Data Talent Pty Ltd,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35364747?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5923484
5,Microsoft Dynamics Software Developer,Data#3 Limited,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35531912?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5881541
1,Xamarin Developer,Data#3 People Solutions,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35549802?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-5879551
1,Security Specialist,Data#3 People Solutions,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35501311?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-5956204
1,Business/Data Analyst,Data#3 People Solutions,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35501395?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5922991
0,Integration Engineer - Rhapsody,Data#3 People Solutions,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35551474?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-5808995
6,Dynamics CRM Developer,Data#3 People Solutions,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35494389?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5846701
1,"Full Stack Developer (.NET, SQL Server, Web API) Full Time - Brisbane",Data42,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35544953?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-5844163
2,Network Engineer / Security Analyst,Datacom,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=b1f365c37b918090&fccid=3a563d9c403ac485
