Page,Job_title,Company,Location,Search_eng,Term,URL,Words_of_concern
2,SOFTWARE ENGINEER,Ansaldo STS,"Eagle Farm, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=3u7j2j4gwc&lang=en&k=python,*No found
0,SOFTWARE ENGINEER - GRADUATE/JUNIOR,Ansaldo STS Australia Pty Ltd,,SEEK,java,https://www.seek.com.au//job/35531574?type=standard&userqueryid=480579d3b7133885d7ed142c4333305e-3845072,python & lead & year & perman
1,Inventory Analyst/Management Accountant,Arrium,Queensland,Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=z6n0sguu4z&lang=en&k=data+analyst,*No found
5,Software Engineer (React / node.js),AssetChain,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35430930?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3612685,lead
0,Full Stack GoLang Developer,Attract People,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35529922?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3691141,lead & perman
3,Full Stack .NET Developer,Attract People,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35514379?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3692592,*No found
0,Front End Developer | Angular | Mid to Junior,Attract People,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35333106?type=standard&userqueryid=943fa3d6a5fecad591038501d4ecacda-3795485,must & year
5,Lead Mobile Developer,Attract People,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35414431?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3612685,*No found
2,SAP Development Specialist,Aurec,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=66c6bca4d717642f&fccid=73064d8533821f6b,onli & visa & experienc & year & perman
2,SAP Payroll Specialist,Aurec,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=3a6a2db8dc8ce519&fccid=73064d8533821f6b,mentor & onli & visa & experienc & year & perman
4,SAP Payroll Specialist ,Aurec,,SEEK,part time developer,https://www.seek.com.au//job/35439612?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3778421,mentor & experienc & year
4,SAP Project Systems Specialist,Aurec,,SEEK,part time developer,https://www.seek.com.au//job/35439412?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3778421,experienc & year
2,SAP Development Specialist,Aurec Human Capital Group,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=88e3aaf191e13ff9&fccid=07536a6769894b49,onli & visa & experienc & year & perman
2,SAP Payroll Specialist,Aurec Human Capital Group,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=ba80ee511e30e023&fccid=07536a6769894b49,mentor & onli & visa & experienc & year & perman
3,Power Systems Engineer,Aurecon,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35374945?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3736375,python & lead & year
1,Structural Engineer,Aurecon,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35463000?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3735499,python & year
2,Power Systems Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,python,https://au.neuvoo.com/job.php?id=z6bd7f58pz&lang=en&k=python,*No found
1,Structural Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,python,https://au.neuvoo.com/job.php?id=74c58isq4z&lang=en&k=python,*No found
5,Scrum Master - Web Developer,Aurion Corporation Pty Ltd,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35434381?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3778957,lead & right & year
3,Expression of Interest - Indigenous Australian and Female Employment Opportunities,Aurizon Holdings Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=7n4eiu33rn&lang=en&k=data+analyst,*No found
0,CONSTRUCTION ADMINISTRATOR,Ausbuild,,SEEK,part time developer,https://www.seek.com.au//job/35513487?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3776447,ethic & year & perman
1,DIGITAL MARKETING EXECUTIVE,Ausbuild,,SEEK,part time developer,https://www.seek.com.au//job/35505723?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3776898,onli & ethic & experienc & year & perman
4,PRODUCTION ESTIMATOR,Ausbuild,Bayside & Eastern Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35449595?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3778421,onli & year
3,Land Property Administrator,Ausbuild,Bayside & Eastern Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35472469?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3777830,onli & experienc & year
3,IT Support Officer,Australia Institute of Business & Techno logy,CBD & Inner Suburbs,SEEK,java,https://www.seek.com.au//job/35475713?type=standout&userqueryid=480579d3b7133885d7ed142c4333305e-3846567,lead & year
6,Java/Web Developer,Australian Digital Health Agency,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35478554?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3657107,must & experienc
6,FHIR Developer/Modeller,Australian Digital Health Agency,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35478538?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3657107,*No found
0,ANAO 2019 Graduate Program,Australian National Audit Office - Graduate,CBD & Inner Suburbs,SEEK,data science,https://www.seek.com.au//job/35445783?type=standout&userqueryid=dd277dacbe196026c76952c136329fc6-3637831,must & ethic & year & perman & citizen
1,CNC Machinist - Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=9e62175326af6afe&fccid=96717984c937c161,onli & must & experienc
0,Machinist - CNC Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=b87e002a262f93ca&fccid=96717984c937c161&vjs=3,onli & must & experienc
5,ASIO Future Technologists Graduate Program - ACT,Australian Security Intelligence Organisation,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35428231?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3612685,must & year & citizen
6,CRM Functional,Avanade,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=5e9f38fccfa43881&fccid=5386281035076fdf&vjs=3,lead & year
5,Specialist Technical Computing Apps & GIS,BHP Billiton Group,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35437364?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3612685,python & onli & right
6,Systems Support Analyst,BOEING,Brisbane QLD,Indeed,data analyst,https://au.indeed.com//rc/clk?jk=3563afa6d5798c37&fccid=edae4285faf6c2f0&vjs=3,lead & must & ethic & year & citizen
2,Systems Support Analyst,BOEING AUSTRALIA,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35418699?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-3813026,lead & must & right & ethic & year & citizen
1,Strategic Credit Risk Analyst,BOQ,"Newstead, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=x8wexia9uh&lang=en&k=data+analyst,*No found
0,Data Specialist - Credit Risk,Bananacoast Community Credit Union Ltd,,SEEK,data analyst,https://www.seek.com.au//job/35532686?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-3811948,python & must & year & resid & perman
2,Strategic Credit Risk Analyst,Bank of Queensland,"Newstead, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=375gykxdte&lang=en&k=data+analyst,*No found
2,Warehouse Coordinator,BayWa r.e. Solar Systems Pty Ltd,Southern Suburbs & Logan,SEEK,part time developer,https://www.seek.com.au//job/35484261?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3777322,lead
4,"Creative Architectural Draftsperson- Urban design, playgroun...",Bespoke Career Management,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=09e9843049e94782&fccid=f5e835f63d36fdc5,year & perman
4,Architectural Draftsperson / illustrator - Creative urban de...,Bespoke Careers,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=6cfb4d040232f820&fccid=2569412f8dfb9429,year & perman
2,Architectural Graduate,Bespoke Careers,,SEEK,python,https://www.seek.com.au//job/35418820?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3735940,python & year
0,Pre-Sales Consultant,Bigmate Monitoring Services,CBD & Inner Suburbs,SEEK,java,https://www.seek.com.au//job/35526152?type=standout&userqueryid=480579d3b7133885d7ed142c4333305e-3845072,year
0,Junior/Mid Level Web Developer,Blue Dog Training,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35465135?type=standout&userqueryid=943fa3d6a5fecad591038501d4ecacda-3795485,ethic
0,Full-Stack Software Engineer,Blue Ocean Sourcing Pty Ltd,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35523851?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3654262,python & perman
0,Capacity Planning Analyst,Bluhat,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=1dd366be2dadbbb8&fccid=83ab527bbd20e42a&vjs=3,*No found
0,Capacity Planning Analyst,Bluhat Consulting Pty Ltd,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35506254?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3735016,python & year
1,Software Developer,Boeing,"Brisbane, Queensland",Neuvoo,java,https://au.neuvoo.com/job.php?id=pg4cirgrxi&lang=en&k=java,*No found
2,Systems Support Analyst,Boeing,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=hd02idxckq&lang=en&k=data+analyst,*No found
2,Software Tester,Boeing,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=u6q9ag78qu&lang=en&k=software+engineering,*No found
4,Lead Software Developer,Boeing Company,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=6v7n0gzw5j&lang=en&k=part+time+developer,*No found
3,Software Engineer,Boeing Company,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=mtspqm5mcp&lang=en&k=python,*No found
3,C++ Software Developer,Boeing Company,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=qdz9p7vuaw&lang=en&k=part+time+developer,*No found
1,Software Tester ,Boeing Defence Australia,,SEEK,software engineering,https://www.seek.com.au//job/35493518?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3610527,lead & must & citizen
3,Software Developers,Boeing Defence Australia,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35467688?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3611742,python & must & citizen
1,Software Developer ,Boeing Defence Australia,,SEEK,software engineering,https://www.seek.com.au//job/35493282?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3610527,lead & must & citizen
1,Software Developer,Boeing RIV Site,Brisbane QLD,Indeed,java,https://au.indeed.com//rc/clk?jk=2cd6cad8e8fc6e34&fccid=edae4285faf6c2f0&vjs=3,lead & must & citizen
1,Software Engineers,Boeing RIV Site,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=2004f2fbd36d10ff&fccid=edae4285faf6c2f0&vjs=3,python & must & citizen
0,Project Engineer – Commercial,Boral Limited,"Brisbane, Queensland",Neuvoo,graduate developer,https://au.neuvoo.com/job.php?id=eiczckh67t&lang=en&k=graduate+developer,*No found
0,Thin Lizzy Retail Assistant /Product Demonstrator,Brand Developers Ltd,Northern Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35533064?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3776447,must & right
6,Full Stack Java Developer - Mobile - API - Spring - Multiple Opportunities,Bridge Associates APAC Pty Ltd,CBD & Inner Suburbs,SEEK,java,https://www.seek.com.au//job/35385475?type=standard&userqueryid=480579d3b7133885d7ed142c4333305e-3848014,mentor & lead & onli & experienc
4,Intermediate C# / Javascript Software Developer,Brightfox,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35442845?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3612199,lead & right & year
1,Digital Marketing Coordinator,Brisbane Powerhouse,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35509633?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3776898,must & ethic & year
2,New Home Sales Consultant | Killara Logan Village,Burbank Australia P/L,,SEEK,part time developer,https://www.seek.com.au//job/35486908?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3777322,lead & year
1,Junior Construction Lawyer,Burgess Paluch,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=08692aca4e27183a&fccid=bde30506b4abbb95&vjs=3,lead & experienc & year
0,Planning & Environment Lawyer,Burgess Paluch Legal Recruitment,,SEEK,part time developer,https://www.seek.com.au//job/35529048?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3776447,year
2,Junior Construction Lawyer,Burgess Paluch Legal Recruitment,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=752jf6mbse&lang=en&k=junior+developer,*No found
0,Assistant Accountant/Treasury Analyst,"CBRE, Inc","Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=4miutgtekc&lang=en&k=data+analyst,*No found
0,CNC / Saw Programmer/ Operator,CMG Stone,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35411896?type=promoted&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3654262,must & experienc & year
5,Report Writer,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=5iabbspy3p&lang=en&k=data+science,*No found
0,Programming Engineer,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=pwrvayicfd&lang=en&k=data+science,*No found
2,Sales Representative,Canterbury Sink and Tap,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35480873?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3777322,lead & must & right & experienc & year
1,Technical Business Analyst/Data Analyst,Capital Talent Consulting Pty Ltd,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35443258?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-3812380,*No found
2,Graduate Environmental/Geotechnical Engineer,Cardno Limited.,Queensland,Neuvoo,data science,https://au.neuvoo.com/job.php?id=9y6x3waxn3&lang=en&k=data+science,*No found
4,Civil Designer (Townsville),Cardno Limited.,Queensland,Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=kikz4dmwwb&lang=en&k=software+engineering,*No found
0,Graduate/Junior/Mid PHP Developers // Gold Coast,CartonCloud,,SEEK,graduate developer,https://www.seek.com.au//job/35314233?type=standout&userqueryid=81f979cf648aa121bdf482c921459bd6-3766484,lead & year & perman
3,Business Intelligence and Data Warehousing (Developer),Chandler Macleod,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=8rdir67bjb&lang=en&k=part+time+developer,*No found
1,Women’s Product Developer,City Beach,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35526623?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3691612,must & experienc
4,SAP CRM ABAP- BRF+ Developers,Clicks IT Recruitment,Brisbane Central Business District QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=c026ccf06a1c37f8&fccid=d9cf8c4e2b1ca9c9,onli & must & year & perman & citizen
1,Statistical Programmer (Full Time),Clinical Network Services,Toowong QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=7beed84fb749e628&fccid=043e2f13b2572f3f,onli & must & year & perman & citizen
2,DEVOPS ENGINEER,CloudTrek,Newstead QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=764e5d5b1e010419&fccid=cca2c7270569e9ed&vjs=3,python & lead & experienc
1,Junior Developer,Coachwood IT & Executive Recruitment,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//company/Coachwood-IT-&-Executive-Recruitment/jobs/Junior-Developer-1f6a733c6add1f2c?fccid=4cee78f2aa5ab89b&vjs=3,must & perman
0,Junior Developer/Support,Coachwood Information Professionals P/L,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35337107?type=standard&userqueryid=943fa3d6a5fecad591038501d4ecacda-3795485,must & year & perman
1,Full Stack Java Developer,Cognizant Technology Solutions Australia Pty Ltd,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35307886?type=standout&userqueryid=943fa3d6a5fecad591038501d4ecacda-3795989,mentor & lead & onli & year
1,Analyst,Commonwealth Bank,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=88gkkty6zk&lang=en&k=data+analyst,*No found
3,Level 2 Support /Entry Level Developer,Companion Software,Southern Suburbs & Logan,SEEK,developer,https://www.seek.com.au//job/35516137?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3692592,right
2,UI Programmer,Conkerberry Games Recruitment,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=1f7492716913ae8e&fccid=20589dc00f3aea35&vjs=3,must & visa & resid & citizen
0,Gameplay Programmer,Conkerberry Games Recruitment,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=deb0d0cf716adb61&fccid=20589dc00f3aea35&vjs=3,mentor & visa & year & resid & citizen
0,Data Analysis,Conkerberry Games Recruitment,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=9308a9924439e3cc&fccid=20589dc00f3aea35&vjs=3,python & visa & resid & citizen
0,Build Engineer,Conkerberry Games Recruitment,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=1cfc096d8bb43231&fccid=20589dc00f3aea35&vjs=3,python & visa & resid & citizen
0,Online Programmer,Conkerberry Games Recruitment,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=281d5016f8081924&fccid=20589dc00f3aea35&vjs=3,must & visa & year & resid & citizen
4,UniVerse Developer,Connect One Recruitment,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=9734039558abf33c&fccid=987bbd66c4fde76b,*No found
1,Dynamics CRM Developer,Control Logic,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35526665?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3691612,experienc & year
3,Data Analyst,CoreLogic,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35287979?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-3813471,lead & onli & right & year
4,Data Developer,CoreLogic,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35294666?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3736854,python & lead & year
2,Analyst HR Business Partner,CoreStaff,Queensland,Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=ghii3hzhxx&lang=en&k=data+analyst,*No found
3,Clinical Research Associate (CRA2/SCRA),Covance,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=mqa42hkb2c&lang=en&k=data+science,*No found
2,Internal Audit Analyst,Credit Union Australia Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=25jw0tf05s&lang=en&k=data+analyst,*No found
1,PHP Developer,Creditworks Australia Pty Ltd,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35528776?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3691612,must & right & year
2,BI Consultants,DWS,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=98d1f030f0a0a7ad&fccid=9e7c13066641deea,mentor & right
6,SAP CRM Specialists,DWS Limited,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35500561?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3694159,lead & experienc & year
3,SAP Fiori/UI5 Specialists,DWS Limited,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35501131?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3655777,lead & experienc & year
2,CNC Lathe Machinist/Programmer,Dalzell & Bagley Engineering,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35509019?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3655256,experienc & year
4,Software Engineer,Dassault Systemes Australia Pty Ltd,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35489112?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3656231,mentor & year
1,Software Developer,Dassault Systèmes,Brisbane QLD,Indeed,java,https://au.indeed.com//rc/clk?jk=74d344d9f0b2c910&fccid=29d37d43c382c8fe&vjs=3,mentor
