Page,Job_title,Company,Location,Search_eng,Term,URL,Words_of_concern
2,Practitioner - Domestic and Family Violence,Access Community Services Ltd,Logan City QLD,Indeed,part time,https://au.indeed.com//rc/clk?jk=d591f621a1d6b657&fccid=20652798f419a7a4,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Food and Beverage Attendant - Ibis Styles Brisbane,Accor Australia,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=e4202dd9a4681a33&fccid=a9bcac1315215975&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Customer Service and Reception Officer (Psychology Practice),Accoras,CBD & Inner Suburbs,SEEK,data entry,https://www.seek.com.au//job/35488428?type=standout&userqueryid=51d99ad87401f20b35f5af6827d01957-5537157,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,GENERAL OFFICE ADMINISTRATOR,Affinage Professional,Bayside & Eastern Suburbs,SEEK,data entry,https://www.seek.com.au//job/35499846?type=standout&userqueryid=51d99ad87401f20b35f5af6827d01957-5536293,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Junior Governmental Helicopters Procurement Officer,Airbus Groups,"Hamilton, Queensland",Neuvoo,junior,https://au.neuvoo.com/job.php?id=zy5peukq0x&lang=en&k=junior,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Registered Nurses required for permanent positions across Queensland,All Recruitment Australia,,SEEK,part time,https://www.seek.com.au//job/35499651?type=standout&userqueryid=2b6a4958796661b9ffa03c5af90e9814-5505901,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Personal/Executive Assistant,Appoint,Southern Suburbs & Logan,SEEK,data entry,https://www.seek.com.au//job/35493925?type=standard&userqueryid=51d99ad87401f20b35f5af6827d01957-5536293,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Children's Services Employee (Outside School Hours Care),Archdiocese of Brisbane,Alexandra Hills QLD,Indeed,part time,https://au.indeed.com//rc/clk?jk=0ef16f4df41882e1&fccid=677a4f4caec69ce4,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Hospitality All Rounder,Aurora Training Institute,Brisbane QLD,Indeed,barista,https://au.indeed.com//company/Peter-Howard/jobs/Hospitality-Rounder-8bea88d30228cd49?fccid=e307d7a12f90b27f&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Office Administration,Australian Cleaning & Restoration Academ y,CBD & Inner Suburbs,SEEK,data entry,https://www.seek.com.au//job/35490404?type=standard&userqueryid=51d99ad87401f20b35f5af6827d01957-5537157,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Flight Operations Clerk,Aviation Labour Group Ltd,"Brisbane, Queensland",Neuvoo,data entry,https://au.neuvoo.com/job.php?id=8kpcta5tvu&lang=en&k=data+entry,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Bookkeeper - Part Time,BDO Kazakhstan LLP,"Brisbane, Queensland",Neuvoo,part time,https://au.neuvoo.com/job.php?id=9k4ca6b6im&lang=en&k=part+time,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Head Barista and part ownership opportunity,BIRKDALE INVESTMENTS PTY LTD,Bayside & Eastern Suburbs,SEEK,barista,https://www.seek.com.au//job/35412363?type=standard&userqueryid=e6bbb2a90bc335939ce8c3a0e19ee133-5566683,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Customer Service Representative (Casual),BP Retail,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=7eae2ccef5ca6353&fccid=bf33f632b9f510cf&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Barista/Hospitality Trainer - Casual,BROWNS English Language School,CBD & Inner Suburbs,SEEK,barista,https://www.seek.com.au//job/35426468?type=standard&userqueryid=e6bbb2a90bc335939ce8c3a0e19ee133-5566683,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,PROFESSIONAL RECEPTIONIST,BTLawyers,CBD & Inner Suburbs,SEEK,junior,https://www.seek.com.au//job/35489882?type=standard&userqueryid=134bb52b5effc656840f0e786449420e-5594271,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
4,Bakery Assistant Cafe Barrista,Bain Clan Enterprises Pty Ltd,Bongaree QLD,Indeed,barista,https://au.indeed.com//company/Bain-Clan-Enterprises-Pty-Ltd/jobs/Bakery-Assistant-Cafe-Barrista-36870ace80b33030?fccid=8e10254f5531b5e0,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Financial Markets - Operations Officer,Bank of Queensland,Newstead QLD,Indeed,data entry,https://au.indeed.com//rc/clk?jk=0d3394040cd04c11&fccid=1686888d1ca723c8&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Financial Markets,Bank of Queensland,"Newstead, Queensland",Neuvoo,data entry,https://au.neuvoo.com/job.php?id=jjmutqx6qg&lang=en&k=data+entry,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Bar/Barista,Bar Alto,CBD & Inner Suburbs,SEEK,barista,https://www.seek.com.au//job/35358608?type=standout&userqueryid=e6bbb2a90bc335939ce8c3a0e19ee133-5567652,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
4,Barcats - Sales Executive,Barcats,Brisbane QLD,Indeed,barista,https://au.indeed.com//company/Barcats/jobs/-75c3077d4612947e?fccid=c9adf7292ce94fef,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Office Coordinator,Be Real,CBD & Inner Suburbs,SEEK,part time,https://www.seek.com.au//job/35495178?type=standard&userqueryid=2b6a4958796661b9ffa03c5af90e9814-5507147,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Order Fulfilment Coordinator - Residential Trade,Beaumont Tiles,Rochedale QLD,Indeed,data entry,https://au.indeed.com//rc/clk?jk=c1b84ee0d1763af8&fccid=045b960daf54afc7,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Registered Nurse approx. 28 hours per week 12 month contract,Belmont General Practice Clinic,CBD & Inner Suburbs,SEEK,part time,https://www.seek.com.au//job/35500666?type=standard&userqueryid=2b6a4958796661b9ffa03c5af90e9814-5505901,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,SOUTHSIDE Business Services Accountants - Multiple roles,Bentley Recruitment,Southern Suburbs & Logan,SEEK,part time,https://www.seek.com.au//job/35492751?type=standard&userqueryid=2b6a4958796661b9ffa03c5af90e9814-5507971,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Administration All-Rounder - Southside Accounting Firm,Bentley Recruitment,Southern Suburbs & Logan,SEEK,junior,https://www.seek.com.au//job/35499597?type=standard&userqueryid=134bb52b5effc656840f0e786449420e-5591518,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Part-Time Junior Administrator (Accounting firm),Bentley Recruitment,Brisbane QLD,Indeed,junior,https://au.indeed.com//rc/clk?jk=602b72ae34b8a5d0&fccid=c7d3499a5305aadf&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Receptionist,Big Law Pty Ltd,Northern Suburbs,SEEK,data entry,https://www.seek.com.au//job/35475065?type=standard&userqueryid=51d99ad87401f20b35f5af6827d01957-5539268,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Part time Retail Sales Assistant,Black Pepper,"Brisbane, Queensland",Neuvoo,part time,https://au.neuvoo.com/job.php?id=v2wjecay8b&lang=en&k=part+time,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Administration Officer,Blue Care,Western Suburbs & Ipswich,SEEK,junior,https://www.seek.com.au//job/35495370?type=standard&userqueryid=134bb52b5effc656840f0e786449420e-5592670,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Junior/Mid Level Web Developer,Blue Dog Training,CBD & Inner Suburbs,SEEK,junior,https://www.seek.com.au//job/35465135?type=promoted&userqueryid=134bb52b5effc656840f0e786449420e-5591518,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Finance Officer,Bolton Clarke,CBD & Inner Suburbs,SEEK,data entry,https://www.seek.com.au//job/35488773?type=standout&userqueryid=51d99ad87401f20b35f5af6827d01957-5537157,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Maintenance Planning Clerk,Bombardier,Brisbane QLD,Indeed,data entry,https://au.indeed.com//rc/clk?jk=6c7fde0c310178e5&fccid=b3f8eab3b50969f8,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Casual Waitstaff Brahman Pies Pinkenba,Brahman Pies - Seriously Good,,SEEK,barista,https://www.seek.com.au//job/35431579?type=standard&userqueryid=e6bbb2a90bc335939ce8c3a0e19ee133-5566683,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Brisbane: Corporate Support Executive,Brennan IT,CBD & Inner Suburbs,SEEK,data entry,https://www.seek.com.au//job/35493024?type=standard&userqueryid=51d99ad87401f20b35f5af6827d01957-5536293,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Manufacturing Support Officer (12 Month Contract),Bridgestone Australia Ltd.,CBD & Inner Suburbs,SEEK,data entry,https://www.seek.com.au//job/35479620?type=standout&userqueryid=51d99ad87401f20b35f5af6827d01957-5538440,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Tenancy and Property Worker,Brisbane Youth Service,CBD & Inner Suburbs,SEEK,part time,https://www.seek.com.au//job/35499008?type=standard&userqueryid=2b6a4958796661b9ffa03c5af90e9814-5505901,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Part Time Sales and Service Consultant,Bupa,Queensland,Neuvoo,part time,https://au.neuvoo.com/job.php?id=un5gcn9zyz&lang=en&k=part+time,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Receptionist & Concierge,Bupa,Queensland,Neuvoo,data entry,https://au.neuvoo.com/job.php?id=px2x3tj95b&lang=en&k=data+entry,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,"Dental Receptionist | Mount Gravatt, QLD",Bupa Dental Corporation,Mount Gravatt QLD,Indeed,junior,https://au.indeed.com//rc/clk?jk=a12260ff07839270&fccid=4bb6ac60bfb500f4&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Junior Construction Lawyer,Burgess Paluch,Brisbane QLD,Indeed,junior,https://au.indeed.com//rc/clk?jk=72f08f7f61f1bf0a&fccid=bde30506b4abbb95&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Corporate Lawyer M&A,Burgess Paluch,Brisbane QLD,Indeed,junior,https://au.indeed.com//rc/clk?jk=c0859047b76caf8a&fccid=bde30506b4abbb95&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Junior Construction Lawyer,Burgess Paluch Legal Recruitment,,SEEK,junior,https://www.seek.com.au//job/35493966?type=standout&userqueryid=134bb52b5effc656840f0e786449420e-5592670,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Commercial Litigation Lawyer,Burgess Paluch Legal Recruitment,,SEEK,junior,https://www.seek.com.au//job/35500521?type=standard&userqueryid=134bb52b5effc656840f0e786449420e-5591518,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,HR ADMINISTRATOR,CB&I;,"Brisbane, Queensland",Neuvoo,data entry,https://au.neuvoo.com/job.php?id=gqrzgap2du&lang=en&k=data+entry,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Associate Mechanical Engineer,CGC Recruitment,CBD & Inner Suburbs,SEEK,junior,https://www.seek.com.au//job/35498849?type=standout&userqueryid=134bb52b5effc656840f0e786449420e-5591518,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,CAD / Revit Operator - Junior,CGC Recruitment Sydney Pty Ltd,Brisbane QLD,Indeed,junior,https://au.indeed.com//rc/clk?jk=df7751bdd3ce0b6f&fccid=3edd7e75b90a7dbd&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Health Liaison Officer | Registered Nurse - Browns Plains Br...,CPL,Brisbane QLD,Indeed,part time,https://au.indeed.com//rc/clk?jk=7e622a4054f37540&fccid=8646b87e8fea767b,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Food and Beverage Attendant,Cactus Jack's Redcliffe,Redcliffe QLD,Indeed,barista,https://au.indeed.com//company/Cactus-Jack's-Redcliffe/jobs/Food-Beverage-Attendant-1f64a684f41e618b?fccid=b5ec69a9b458a153&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
4,Front of House Staff,Cafe Santina,Milton QLD,Indeed,barista,https://au.indeed.com//company/Cafe-Santina/jobs/Front-House-Staff-ad33245e53cf25ee?fccid=1a6569ad3cdcb46d,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Civil Engineer,Cardno Limited.,Queensland,Neuvoo,junior,https://au.neuvoo.com/job.php?id=9mu0kg7hxr&lang=en&k=junior,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
4,Data Entry & Entry Level Clerks Needed.,Careercloud,Brisbane QLD,Indeed,data entry,https://au.indeed.com//rc/clk?jk=626ce090b4664945&fccid=42676e95ff010e07&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Admin and Data Entry Operator Needed Asap,Careertrack,Brisbane QLD,Indeed,data entry,https://au.indeed.com//rc/clk?jk=9210210093d8a106&fccid=5038518912037283&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Cater Care - Food and Beverage Attendants,Cater Care,Bayside & Eastern Suburbs,SEEK,barista,https://www.seek.com.au//job/35467656?type=standard&userqueryid=e6bbb2a90bc335939ce8c3a0e19ee133-5565710,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Junior Graphic / Web Designer,CentreforceIT Pty Ltd,Southern Suburbs & Logan,SEEK,junior,https://www.seek.com.au//job/35385891?type=promoted&userqueryid=134bb52b5effc656840f0e786449420e-5593459,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Pre Purchase Building Inspector,Certified Home Inspections,Southern Suburbs & Logan,SEEK,part time,https://www.seek.com.au//job/35499427?type=standard&userqueryid=2b6a4958796661b9ffa03c5af90e9814-5505901,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Processing Administration/Data Entry roles - Brisbane,Chandler Macleod,Brisbane QLD,Indeed,data entry,https://au.indeed.com//rc/clk?jk=ee008afdae1f8ff1&fccid=2cc803336f95091d&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Recruiting a Team of Psychologists,Character Care,Brisbane QLD,Indeed,part time,https://au.indeed.com//rc/clk?jk=170918d82106364e&fccid=3bdf6acf7fdb52fb,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Barista,Cheddar,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=e0c2c15b594267b0&fccid=86d6d7972627253c&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Administration Assistant | Accounting Practice | Spring Hill | circa $40K+super,Cherryvale Partners Pty Ltd,CBD & Inner Suburbs,SEEK,junior,https://www.seek.com.au//job/35495703?type=standard&userqueryid=134bb52b5effc656840f0e786449420e-5592670,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Corporate Boardroom Waiter / Catering Assistant,Clayton Utz,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=fac20e49ba46fd19&fccid=48bf93959d58dbfb&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Casual Cleaners - Multiple roles,Cleanworks Australia,Brisbane QLD,Indeed,part time,https://au.indeed.com//rc/clk?jk=4fb110f47cdd52ec&fccid=91ebeca2ce725017,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Casual Cleaners - Multiple roles,Cleanworks Australia Pty Ltd,Northern Suburbs,SEEK,part time,https://www.seek.com.au//job/35491954?type=standard&userqueryid=2b6a4958796661b9ffa03c5af90e9814-5507971,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Sales Representative - Education / Software,ClearTrack,CBD & Inner Suburbs,SEEK,part time,https://www.seek.com.au//job/35495645?type=standard&userqueryid=2b6a4958796661b9ffa03c5af90e9814-5507147,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Junior Developer,Coachwood IT & Executive Recruitment,Brisbane QLD,Indeed,junior,https://au.indeed.com//company/Coachwood-IT-&-Executive-Recruitment/jobs/Junior-Developer-1f6a733c6add1f2c?fccid=4cee78f2aa5ab89b&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Barista,Coffee Hit,Carindale QLD,Indeed,barista,https://au.indeed.com//company/Coffee-Hit/jobs/Barista-aae4a17cb0ddf233?fccid=e317d560e1757ae6&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
4,Trade Qualified Butcher - Coles Bremer,Coles,Bremer QLD,Indeed,part time,https://au.indeed.com//rc/clk?jk=655bc06c6e8bb501&fccid=5a1a9fb9972c67fd,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Ethical Sales Representative- Face To Face,Community Collective,Brisbane QLD,Indeed,part time,https://au.indeed.com//company/Community-Collective-Group/jobs/Ethical-Sales-Representative-733d37f60032beac?fccid=722b6c9143e2f7fc,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Boardroom Food and Beverage Attendant | Casual | Brisbane CBD | NAB,Compass Group,CBD & Inner Suburbs,SEEK,barista,https://www.seek.com.au//job/35473986?type=standout&userqueryid=e6bbb2a90bc335939ce8c3a0e19ee133-5565710,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Chef / Cook | Part time | Ipswich,Compass Group,Western Suburbs & Ipswich,SEEK,part time,https://www.seek.com.au//job/35491137?type=standout&userqueryid=2b6a4958796661b9ffa03c5af90e9814-5508946,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Chef | Full time | Lytton,Compass Group,Bayside & Eastern Suburbs,SEEK,barista,https://www.seek.com.au//job/35397982?type=standout&userqueryid=e6bbb2a90bc335939ce8c3a0e19ee133-5567652,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Cafe Catering Supervisor | Part time | Murarrie | QML,Compass Group,Bayside & Eastern Suburbs,SEEK,barista,https://www.seek.com.au//job/35372056?type=standout&userqueryid=e6bbb2a90bc335939ce8c3a0e19ee133-5567652,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Barista | Casual | South Brisbane,Compass Group,CBD & Inner Suburbs,SEEK,barista,https://www.seek.com.au//job/35480258?type=standout&userqueryid=e6bbb2a90bc335939ce8c3a0e19ee133-5565710,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Food and Beverage Attendant | Full time | East Brisbane | AC...,Compass Group Australia,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=98186af138399a6a&fccid=7172ebedb8d85d96&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Food And Beverage Attendant | Casual | South Brisbane,Compass Group Australia,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=aa4a866e83effabb&fccid=7172ebedb8d85d96&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Boardroom Food and Beverage Attendant | Casual | Brisbane CB...,Compass Group Australia,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=252ff4f712d7235d&fccid=7172ebedb8d85d96&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Barista | Casual | South Brisbane,Compass Group Australia,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=a73065b1455f678c&fccid=7172ebedb8d85d96&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Catering Assistant | Part time | Maroochydore,Compass Group Australia,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=451b1e5e116a16fa&fccid=7172ebedb8d85d96&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Catering Assistant | Casual | Chinchilla | Southern Cross Il...,Compass Group Australia,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=520018473e32bb79&fccid=7172ebedb8d85d96&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Food and Beverage Function Attendant | Casual | East Brisban...,Compass Group Australia,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=354d682030083847&fccid=7172ebedb8d85d96&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Chef | Full time | Lytton,Compass Group Australia,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=a0f3c6c5c61d1956&fccid=7172ebedb8d85d96&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
4,Cafe Catering Supervisor | Part time | Murarrie | QML,Compass Group Australia,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=ebaf3f5aa6e7377e&fccid=7172ebedb8d85d96,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
4,Chef / Cook | Part time | Ipswich,Compass Group Australia,Brisbane QLD,Indeed,part time,https://au.indeed.com//rc/clk?jk=e56ad6a588c58d01&fccid=7172ebedb8d85d96,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
4,Catering Assistant | Casual | Townsville | James Cook Univer...,Compass Group Australia,Brisbane QLD,Indeed,barista,https://au.indeed.com//rc/clk?jk=54e2606b5d4da075&fccid=7172ebedb8d85d96,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Scheduler,Compass Group PLC,"Brisbane, Queensland",Neuvoo,data entry,https://au.neuvoo.com/job.php?id=jmr3ruzcms&lang=en&k=data+entry,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Data Entry & Entry Level Clerks (Apply Now),Connecthire,Brisbane QLD,Indeed,data entry,https://au.indeed.com//rc/clk?jk=416a67daf1e2f10e&fccid=d17ae847b55c7155&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
4,Data Entry Workers Needed To Urgent Start.,Connecthire,Brisbane QLD,Indeed,data entry,https://au.indeed.com//rc/clk?jk=a922305ab41784d1&fccid=d17ae847b55c7155&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Junior Lawyer,Coral Recruitment Solutions,Brisbane QLD,Indeed,junior,https://au.indeed.com//rc/clk?jk=f335bcf53ec4b07c&fccid=db8710d82e2efe53&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Junior Lawyer,Coral Recruitment Solutions Pty Ltd,CBD & Inner Suburbs,SEEK,junior,https://www.seek.com.au//job/35495827?type=standard&userqueryid=134bb52b5effc656840f0e786449420e-5592670,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
2,Emergency Physician,Cornerstone Medical Recruitment,Brisbane QLD,Indeed,junior,https://au.indeed.com//rc/clk?jk=78f8e50e68f9ec73&fccid=d78537196d838691&vjs=3,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Genuine Work From Home Business. Full or Part Time Hours,Create Success Online,"Newmarket, Queensland",Neuvoo,part time,https://au.neuvoo.com/job.php?id=wwkw0srq8v&lang=en&k=part+time,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,LIfestyle Friendly Online Business,Create Success Online,"Brisbane, Queensland",Neuvoo,part time,https://au.neuvoo.com/job.php?id=gy9k48qk2m&lang=en&k=part+time,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Financial Planning Administrator,Crowe Horwath,CBD & Inner Suburbs,SEEK,junior,https://www.seek.com.au//job/35498833?type=standard&userqueryid=134bb52b5effc656840f0e786449420e-5591518,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,Administration Assistant/All Rounder,DC Electrical (Qld),CBD & Inner Suburbs,SEEK,junior,https://www.seek.com.au//job/35489254?type=standout&userqueryid=134bb52b5effc656840f0e786449420e-5594271,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Administration Officer,DFP Recruitment,,SEEK,junior,https://www.seek.com.au//job/35498505?type=standard&userqueryid=134bb52b5effc656840f0e786449420e-5591518,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Childcare Assistant Coordinator - Before & After School Care,DFP Recruitment,Northern Suburbs,SEEK,part time,https://www.seek.com.au//job/35500639?type=standout&userqueryid=2b6a4958796661b9ffa03c5af90e9814-5505901,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
0,Childcare Coordinator - Before & After School Care - Coordinator,DFP Recruitment,Northern Suburbs,SEEK,junior,https://www.seek.com.au//job/35500817?type=standout&userqueryid=134bb52b5effc656840f0e786449420e-5591518,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
3,FULLTIME MEDICAL RECEPTIONIST - Maternity Leave cover – Specialist Practice,DTCRS Pty Ltd,CBD & Inner Suburbs,SEEK,junior,https://www.seek.com.au//job/35486903?type=standard&userqueryid=134bb52b5effc656840f0e786449420e-5594271,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
1,Paralegal - Defendant Insurance (Part-Time),Dare Legal Recruitment,Brisbane QLD,Indeed,part time,https://au.indeed.com//rc/clk?jk=94bb909000574876&fccid=7ca1ad8c496bb116,*Error unsupported operand type(s) for /: 'int' and 'NoneType'
