Page,Job_title,Company,Location,Search_eng,Term,URL
2,SAP Payroll Specialist ,Aurec,,SEEK,part time developer,https://www.seek.com.au//job/35439612?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0094212
2,SAP Development Specialist,Aurec,,SEEK,part time developer,https://www.seek.com.au//job/35439792?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0094212
3,SAP Project Systems Specialist,Aurec,,SEEK,part time developer,https://www.seek.com.au//job/35439412?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0095052
0,Structural Engineer,Aurecon,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=240b423f3b5f06d7&fccid=e3d08718f8a55f6a
2,Power Systems Engineer,Aurecon,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=72b354ee774b6b30&fccid=e3d08718f8a55f6a
2,Power Systems Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,python,https://au.neuvoo.com/job.php?id=z6bd7f58pz&lang=en&k=python
1,Structural Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,python,https://au.neuvoo.com/job.php?id=74c58isq4z&lang=en&k=python
3,Scrum Master - Web Developer,Aurion Corporation Pty Ltd,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35434381?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0095052
2,PRODUCTION ESTIMATOR,Ausbuild,Bayside & Eastern Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35449595?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0094212
1,Land Property Administrator,Ausbuild,Bayside & Eastern Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35472469?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0093232
2,FHIR Developer/Modeller,Australian Digital Health Agency,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35478538?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9997302
1,Java/Web Developer,Australian Digital Health Agency,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35478554?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9965007
0,ANAO 2019 Graduate Program,Australian National Audit Office - Graduate,CBD & Inner Suburbs,SEEK,data science,https://www.seek.com.au//job/35445783?type=standout&userqueryid=dd277dacbe196026c76952c136329fc6-9980680
1,Machinist - CNC Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=35289b4d8e2e1288&fccid=96717984c937c161
0,CNC Machinist - Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=9e62175326af6afe&fccid=96717984c937c161
3,ASIO Future Technologists Graduate Program - ACT,Australian Security Intelligence Organisation,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35428231?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9966658
4,CRM Functional,Avanade,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=5e9f38fccfa43881&fccid=5386281035076fdf
3,Specialist Technical Computing Apps & GIS,BHP Billiton Group,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35437364?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9966658
0,Warehouse Coordinator,BayWa r.e. Solar Systems Pty Ltd,Southern Suburbs & Logan,SEEK,part time developer,https://www.seek.com.au//job/35484261?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0092398
1,Architectural Graduate,Bespoke Careers,,SEEK,python,https://www.seek.com.au//job/35418820?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-0058598
0,Junior/Mid Level Web Developer,Blue Dog Training,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35465135?type=promoted&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-0023546
3,International Process and System Integrator,Boeing,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=63ynxwy8hd&lang=en&k=data+science
1,Lead Software Developer,Boeing,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=rkk0jtuhgj&lang=en&k=developer
3,Software Engineer,Boeing Company,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=mtspqm5mcp&lang=en&k=python
2,Software Developers,Boeing Defence Australia,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35467688?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9965858
0,Software Tester ,Boeing Defence Australia,,SEEK,software engineering,https://www.seek.com.au//job/35493518?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9964201
0,Software Developer ,Boeing Defence Australia,,SEEK,software engineering,https://www.seek.com.au//job/35493282?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9964201
0,Software Engineers,Boeing RIV Site,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=2004f2fbd36d10ff&fccid=edae4285faf6c2f0
0,Project Engineer – Commercial,Boral Limited,"Brisbane, Queensland",Neuvoo,graduate developer,https://au.neuvoo.com/job.php?id=eiczckh67t&lang=en&k=graduate+developer
2,Intermediate C# / Javascript Software Developer,Brightfox,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35442845?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0094212
0,New Home Sales Consultant | Killara Logan Village,Burbank Australia P/L,,SEEK,part time developer,https://www.seek.com.au//job/35486908?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0092398
4,Property Lawyer - Lifestyle Change!,Burgess Paluch,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=22d96d9637d43e3d&fccid=bde30506b4abbb95&vjs=3
3,Planning & Environment Lawyer,Burgess Paluch Legal Recruitment,,SEEK,part time developer,https://www.seek.com.au//job/35416505?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0095052
0,CNC / Saw Programmer/ Operator,CMG Stone,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35411896?type=promoted&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9995685
0,Programming Engineer,CSIRO,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=pwrvayicfd&lang=en&k=software+engineering
1,Sales Representative,Canterbury Sink and Tap,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35480873?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0093232
0,Service Now Developer/Administrator,Capital Talent Consulting Pty Ltd,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35494188?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-0023546
2,Graduate Environmental/Geotechnical Engineer,Cardno Limited.,Queensland,Neuvoo,data science,https://au.neuvoo.com/job.php?id=9y6x3waxn3&lang=en&k=data+science
0,Graduate/Junior/Mid PHP Developers // Gold Coast,CartonCloud,,SEEK,graduate developer,https://www.seek.com.au//job/35314233?type=standout&userqueryid=81f979cf648aa121bdf482c921459bd6-0081737
3,Software Engineer ? Simulation Solutions,Chandler Macleod,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=7s30teyvf2&lang=en&k=python
3,Business Intelligence and Data Warehousing (Developer),Chandler Macleod,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=8rdir67bjb&lang=en&k=part+time+developer
2,Security Operations Specialist,Chandler Macleod,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=ds7hquzfts&lang=en&k=python
3,Software Engineer ? Simulation Solutions,Chandler Macleod Group,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35446908?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9966658
0,Statistical Programmer (Full Time),Clinical Network Services,Toowong QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=7beed84fb749e628&fccid=043e2f13b2572f3f
2,DEVOPS ENGINEER,CloudTrek,Newstead QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=764e5d5b1e010419&fccid=cca2c7270569e9ed
4,Junior Developer,Coachwood IT & Executive Recruitment,Brisbane QLD,Indeed,developer,https://au.indeed.com//company/Coachwood-IT-&-Executive-Recruitment/jobs/Junior-Developer-1f6a733c6add1f2c?fccid=4cee78f2aa5ab89b&vjs=3
0,Junior Developer/Support,Coachwood Information Professionals P/L,CBD & Inner Suburbs,SEEK,graduate developer,https://www.seek.com.au//job/35337107?type=standard&userqueryid=81f979cf648aa121bdf482c921459bd6-0081737
2,Project Engineer - Manufacturing Plant and machinery ,Connect Personnel P/L,Northern Suburbs,SEEK,developer,https://www.seek.com.au//job/35482408?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-0025261
1,Analyst,Construction Skills Queensland,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35414020?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-0058598
3,"Cloud, Automation and DevOps Engineer",CoreLogic,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35278419?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-0060265
3,Data Developer,CoreLogic,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35294666?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-0060265
2,Clinical Research Associate (CRA2/SCRA),Covance,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=mqa42hkb2c&lang=en&k=data+science
3,Mechanical Engineer,Coventry Group Ltd,Queensland,Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=rzaypgas4h&lang=en&k=software+engineering
2,Test Lead,DXC Technology,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=zdf9tkdsb5&lang=en&k=software+engineering
0,Software Engineer,Dassault Systemes Australia Pty Ltd,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35489112?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0092398
0,Software Developer,Dassault Systèmes,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=74d344d9f0b2c910&fccid=29d37d43c382c8fe&vjs=3
2,Lead Data / Insights Analyst - Strategic role | Innovative Marketing Agency |,Data Talent Pty Ltd,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35364747?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-0059393
0,Dynamics CRM Developer,Data#3 People Solutions,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35494389?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-0023546
3,Onsite Desktop Support Engineer,Datacom,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=b4aa3d923a123145&fccid=3a563d9c403ac485
3,Information Security Specialist,Datacom Systems QLD,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=mh54xcdk6q&lang=en&k=python
0,Information Security Specialist,Datacom Workforce Solutions,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35454146?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-0057679
2,Data Governance Lead,Davidson,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=jaimcxg08s&lang=en&k=part+time+developer
3,Structures Foreman - Northern NSW,Davidson,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=wu36p5gdi8&lang=en&k=part+time+developer
3,Integration Architect - Rest API & SOAP,Davidson,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=59n94r8ihv&lang=en&k=part+time+developer
0,Java Developer - Microservices - Gold Coast,Davidson,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=7c6bc08f870b3248&fccid=4acfd4464783b53d&vjs=3
0,Java Developer - J2EE - Permanent role,Davidson,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=f30c2a800fb83b13&fccid=4acfd4464783b53d&vjs=3
0,Integration Developer - Java,Davidson,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=xb2p487kxu&lang=en&k=part+time+developer
2,PHP Developer,Davidson,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=yuwu74k7iu&lang=en&k=developer
0,Java Developer - Microservices,Davidson Technology,Southern Suburbs & Logan,SEEK,software engineering,https://www.seek.com.au//job/35488992?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9964201
0,Web Application Developer,Davidson Technology,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35490063?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9995685
1,Java Developer - J2EE - Permanent role ,Davidson Technology,,SEEK,developer,https://www.seek.com.au//job/35488460?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-0024416
3,Assistant Building Designer - ArchiCAD,Deacon Recruitment,,SEEK,part time developer,https://www.seek.com.au//job/35428603?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0095052
2,AEM Developer,Deloitte,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=jjt8n8g09c&lang=en&k=developer
3,Deloitte Access Economics,Deloitte,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=265anj3ubv&lang=en&k=data+science
2,Data & Analytics Executive,Dentsu Aegis Network,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=ja5bnuvjvi&lang=en&k=python
2,SAP ABAP / Ui5 Consultants,Dialog IT,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35474642?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9997302
2,SAP ABAP / Ui5 Consultants,Dialog Information Technology,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=efcc0345949a7c55&fccid=3acd1dea12f3f20d&vjs=3
2,Website Developer & Digital Marketing Support Coordinator - Web Client Services,Digital Dealer,,SEEK,developer,https://www.seek.com.au//job/35340255?type=promoted&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-0025261
0,Web Design/Developer - Expressions of Interest,Digital8,"South Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=4rdfsiishd&lang=en&k=developer
2,Level 3 SCCM / Applications Packager,Dimension Data,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35454952?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9965858
1,"HEALTH, SAFETY, ENVIRONMENT & QUALITY (HSEQ) ADVISOR",Dormway Pty Ltd,,SEEK,part time developer,https://www.seek.com.au//job/35468074?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0093232
0,Environmental Scientist – Fixed Term Contract Position Brisbane,ERM,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=5g2bqtp6dy&lang=en&k=data+science
3,"Software Developer, Valuation & Business Modelling - Brisban...",EY,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=0730c86aaf216bab&fccid=1544766d4c2915b0&vjs=3
1,Principal Insights and Intelligence Analyst,Eden Ritchie Recruitment,CBD & Inner Suburbs,SEEK,data science,https://www.seek.com.au//job/35340749?type=standard&userqueryid=dd277dacbe196026c76952c136329fc6-9981663
1,C# / C++ Developer - Robotics & Control Systems,Edison Talent,CBD & Inner Suburbs,SEEK,data science,https://www.seek.com.au//job/35351639?type=standout&userqueryid=dd277dacbe196026c76952c136329fc6-9981663
1,Internship â€“ Brisbane â€“ Associate Software Development Engineer Intern 2018,Egencia,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=k8csry3amk&lang=en&k=data+science
2,Software Development Engineer,Egencia,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=4gr2x9v9wd&lang=en&k=software+engineering
3,Property Lawyer 4-5y PAE,Elias Recruitment,Queensland,Neuvoo,developer,https://au.neuvoo.com/job.php?id=2uzhacw4kj&lang=en&k=developer
2,Lead Mobile Application Developer,Embedded Search & Selection,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35447370?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0094212
3,Consultants / Developers - Data Analytics | Big Data | Machi...,Employsoft Pty Ltd,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=b7f0a82d27d5404d&fccid=3dc076e966d568df&vjs=3
1,Software Developer (Delphi/ C#),Exactal Technologies Pty Ltd,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35480950?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9996504
1,.NET Developer,Exclaim IT,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35487652?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9996504
0,Data Analyst,Exclaim IT,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35481074?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-0057679
0,Data Scientist,Exclaim IT,CBD & Inner Suburbs,SEEK,data science,https://www.seek.com.au//job/35480958?type=standard&userqueryid=dd277dacbe196026c76952c136329fc6-9980680
3,Nodejs Developer,Exclaim IT,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35467267?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9998142
3,Full Stack Javascript Developer,Exclaim IT,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35466513?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9998142
0,Lead iOS Developer,Exclaim IT,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35494002?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-0023546
3,Technical Lead - API Gateway ,Exclaim IT,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35477163?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-0026245
0,.NET Developer,Exclaim IT Pty Ltd,Brisbane Central Business District QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=77419b8c70d67676&fccid=f2f45b74dd248f1d&vjs=3
0,Data Scientist,Exclaim IT Pty Ltd,Brisbane Central Business District QLD,Indeed,data science,https://au.indeed.com//rc/clk?jk=fbd0a4a0ff7bce25&fccid=f2f45b74dd248f1d
0,Data Analyst,Exclaim IT Pty Ltd,Brisbane Central Business District QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=760859692875972a&fccid=f2f45b74dd248f1d
2,Software Engineer,Exelis,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=unepei23xx&lang=en&k=software+engineering
4,Software Development Engineer II,Expedia,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=dc6324c3b0f40a3e&fccid=3169292148c15eab&vjs=3
2,Internship – Brisbane – Associate Software Development Engin...,Expedia,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=0d31395cd2ac0eb8&fccid=3169292148c15eab&vjs=3
2,Software Development Engineer,"Expedia, Inc","Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=55qss2de7p&lang=en&k=software+engineering
2,Internship â€“ Brisbane â€“ Associate Software Development Engineer Intern 2018,"Expedia, Inc","Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=a46tnbywxk&lang=en&k=data+science
1,Field Engineer - PC Technician - Brisbane - asap!,Experis,Bayside & Eastern Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35481110?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9965007
2,Business Development - Commercial Furniture,FDB Commercial,,SEEK,part time developer,https://www.seek.com.au//job/35447112?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0094212
0,x2 SAP Fiori Developers - Brisbane,FGT Recruitment,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35493867?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0092398
4,Front End Web Developer,Fathom Applications Pty Ltd,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=a6871a2adc6d336c&fccid=e889958f618f2548
4,Junior Front End Web Developer,Fathom Applications Pty Ltd,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=c69f967b509d99ea&fccid=e889958f618f2548
1,Sessional Teaching Opportunities,Federation University Australia,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35486880?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9965007
1,Sessional Teaching,Federation University Australia,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=45763dc8af89e5a7&fccid=dd1404c2db7d1970&vjs=3
1,Windows Server Administrator,Finite IT,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=cae24fc338c7210d&fccid=8ea6dbf86d77fd6e
3,Full Stack PHP Developer ,Finite IT Recruitment Solutions,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35445278?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-9966658
0,Software Developer,Finite IT Recruitment Solutions,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35494425?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9995685
0,Developer ,Finite IT Recruitment Solutions,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35494628?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9995685
2,Application Support Officer ,Finite IT Recruitment Solutions,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35455237?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-0094212
1,Windows Server Administrator,Finite IT Recruitment Solutions,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35432206?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-0058598
3,Digital Technical Business Analyst,Flight Centre Travel Group,Queensland,Neuvoo,developer,https://au.neuvoo.com/job.php?id=bvjkdn3ezt&lang=en&k=developer
3,Teacher Jobs in the UAE - Interviews Coming up!,Footprints Recruiting,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=3f5fe2585378ed71&fccid=0f0b6e00b30ac536&vjs=3
1,Estimator/Programmer,GFG Alliance Australia,"Brisbane, Queensland",Neuvoo,programmer,https://au.neuvoo.com/job.php?id=6w56mj8d75&lang=en&k=programmer
2,Native iOS/Android Developer,GRIT Talent Consulting,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35474699?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-9997302
1,Game Designer,Gameloft,"Brisbane, Queensland",Neuvoo,programmer,https://au.neuvoo.com/job.php?id=8ccgri6dnn&lang=en&k=programmer
3,Build Engineer,Gameloft,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=d79d4c9b69d2fb89&fccid=7e0d9a513baca44d
0,Lead Software & Systems Engineer - CAS,General Electric Company,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=g6qci5kxhs&lang=en&k=software+engineering
2,CT Applications Specialist,General Electric Company,Queensland,Neuvoo,data science,https://au.neuvoo.com/job.php?id=0arbvfyhuv&lang=en&k=data+science
3,Market Research Consultant,GlobalData Plc.,"Kingston, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=jbt8z5jqq2&lang=en&k=data+science
