Page,Job_title,Company,Location,Search_eng,Term,URL
3,IT Support Officer,Australia Institute of Business & Techno logy,CBD & Inner Suburbs,SEEK,java,https://www.seek.com.au//job/35475713?type=standout&userqueryid=480579d3b7133885d7ed142c4333305e-3239577
0,Cabinet Maker/Programmer,Australian Benchtop Specialists Pty Ltd,Northern Suburbs,SEEK,programmer,https://www.seek.com.au//job/35536093?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3047832
0,ANAO 2019 Graduate Program,Australian National Audit Office - Graduate,CBD & Inner Suburbs,SEEK,data science,https://www.seek.com.au//job/35445783?type=standout&userqueryid=dd277dacbe196026c76952c136329fc6-3031463
1,CNC Machinist - Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=9e62175326af6afe&fccid=96717984c937c161
0,Machinist - CNC Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=b87e002a262f93ca&fccid=96717984c937c161&vjs=3
5,ASIO Future Technologists Graduate Program - ACT,Australian Security Intelligence Organisation,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35428231?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3006141
2,CRM Functional,Avanade,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=5e9f38fccfa43881&fccid=5386281035076fdf
2,Specialist Technical Computing Apps & GIS,BHP Billiton Group,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35437364?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3127686
0,Principal Software Engineer,BOEING,Brisbane QLD,Indeed,java,https://au.indeed.com//rc/clk?jk=58edbbf540a89e21&fccid=edae4285faf6c2f0&vjs=3
5,Systems Support Analyst,BOEING,Brisbane QLD,Indeed,data analyst,https://au.indeed.com//rc/clk?jk=3563afa6d5798c37&fccid=edae4285faf6c2f0&vjs=3
2,Systems Support Analyst,BOEING AUSTRALIA,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35418699?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-3206014
0,Strategic Credit Risk Analyst,BOQ,"Newstead, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=x8wexia9uh&lang=en&k=data+analyst
0,Data Specialist - Credit Risk,Bananacoast Community Credit Union Ltd,,SEEK,python,https://www.seek.com.au//job/35532686?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3126875
2,Strategic Credit Risk Analyst,Bank of Queensland,"Newstead, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=375gykxdte&lang=en&k=data+analyst
2,Warehouse Coordinator,BayWa r.e. Solar Systems Pty Ltd,Southern Suburbs & Logan,SEEK,part time developer,https://www.seek.com.au//job/35484261?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3170689
3,"Creative Architectural Draftsperson- Urban design, playgroun...",Bespoke Career Management,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=09e9843049e94782&fccid=f5e835f63d36fdc5
2,Architectural Graduate,Bespoke Careers,,SEEK,python,https://www.seek.com.au//job/35418820?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3127686
4,Architectural Draftsperson / illustrator - Creative urban de...,Bespoke Careers,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=6cfb4d040232f820&fccid=2569412f8dfb9429
3,Pre-Sales Consultant,Bigmate Monitoring Services,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35526152?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3085867
0,Junior/Mid Level Web Developer,Blue Dog Training,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35465135?type=standout&userqueryid=943fa3d6a5fecad591038501d4ecacda-3188705
3,Full-Stack Software Engineer,Blue Ocean Sourcing Pty Ltd,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35523851?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3085867
0,Capacity Planning Analyst,Bluhat,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=1dd366be2dadbbb8&fccid=83ab527bbd20e42a
0,Capacity Planning Analyst,Bluhat Consulting Pty Ltd,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35506254?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3126875
0,Software Tester,Boeing,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=u6q9ag78qu&lang=en&k=software+engineering
5,Software Developer,Boeing,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=pg4cirgrxi&lang=en&k=software+engineering
2,Systems Support Analyst,Boeing,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=0bz68x5fvq&lang=en&k=data+analyst
5,Principal Software Engineer,Boeing,"Brisbane, Queensland",Neuvoo,java,https://au.neuvoo.com/job.php?id=hfjy27rnu2&lang=en&k=java
3,Software Engineer,Boeing Company,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=mtspqm5mcp&lang=en&k=python
3,Lead Software Developer,Boeing Company,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=6v7n0gzw5j&lang=en&k=part+time+developer
3,C++ Software Developer,Boeing Company,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=qdz9p7vuaw&lang=en&k=part+time+developer
2,Software Tester ,Boeing Defence Australia,,SEEK,part time developer,https://www.seek.com.au//job/35493518?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3170689
0,Principal Software Engineer,Boeing Defence Australia,,SEEK,java,https://www.seek.com.au//job/35536694?type=standard&userqueryid=480579d3b7133885d7ed142c4333305e-3238203
3,Software Developers,Boeing Defence Australia,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35467688?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3005155
5,Software Developer ,Boeing Defence Australia,,SEEK,programmer,https://www.seek.com.au//job/35493282?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3050230
2,Software Developer,Boeing RIV Site,Brisbane QLD,Indeed,java,https://au.indeed.com//rc/clk?jk=2cd6cad8e8fc6e34&fccid=edae4285faf6c2f0
1,Software Engineers,Boeing RIV Site,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=2004f2fbd36d10ff&fccid=edae4285faf6c2f0&vjs=3
3,Project Engineer – Commercial,Boral Limited,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=eiczckh67t&lang=en&k=developer
4,Thin Lizzy Retail Assistant/Product Demonstrator - Northern...,Brand Developers,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=9388c8237bc5ff35&fccid=a674fe5a54524250
1,Thin Lizzy Retail Assistant /Product Demonstrator,Brand Developers Ltd,Northern Suburbs,SEEK,developer,https://www.seek.com.au//job/35533064?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3084904
6,Full Stack Java Developer - Mobile - API - Spring - Multiple Opportunities,Bridge Associates APAC Pty Ltd,CBD & Inner Suburbs,SEEK,java,https://www.seek.com.au//job/35385475?type=standard&userqueryid=480579d3b7133885d7ed142c4333305e-3240954
4,Intermediate C# / Javascript Software Developer,Brightfox,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35442845?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3171572
6,Digital Marketing Coordinator,Brisbane Powerhouse,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35509633?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3087502
2,New Home Sales Consultant | Killara Logan Village,Burbank Australia P/L,,SEEK,part time developer,https://www.seek.com.au//job/35486908?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3170689
1,Junior Construction Lawyer,Burgess Paluch,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=08692aca4e27183a&fccid=bde30506b4abbb95&vjs=3
2,Planning & Environment Lawyer,Burgess Paluch Legal Recruitment,,SEEK,developer,https://www.seek.com.au//job/35529048?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3085394
0,Junior Construction Lawyer,Burgess Paluch Legal Recruitment,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=752jf6mbse&lang=en&k=junior+developer
0,Assistant Accountant/Treasury Analyst,"CBRE, Inc","Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=4miutgtekc&lang=en&k=data+analyst
0,CNC / Saw Programmer/ Operator,CMG Stone,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35411896?type=promoted&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3047832
0,Analyst/Developer (Rockhampton),CQUniversity,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35540094?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3169696
0,Programming Engineer,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=pwrvayicfd&lang=en&k=data+science
5,Report Writer,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=5iabbspy3p&lang=en&k=data+science
5,Hydrogeochemist,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=jfivayv0t4&lang=en&k=data+science
3,Sales Representative,Canterbury Sink and Tap,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35480873?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3171124
1,Technical Business Analyst/Data Analyst,Capital Talent Consulting Pty Ltd,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35443258?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-3205345
4,Civil Designer (Townsville),Cardno Limited.,Queensland,Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=kikz4dmwwb&lang=en&k=software+engineering
2,Graduate Environmental/Geotechnical Engineer,Cardno Limited.,Queensland,Neuvoo,data science,https://au.neuvoo.com/job.php?id=9y6x3waxn3&lang=en&k=data+science
0,Graduate/Junior/Mid PHP Developers // Gold Coast,CartonCloud,,SEEK,graduate developer,https://www.seek.com.au//job/35314233?type=standout&userqueryid=81f979cf648aa121bdf482c921459bd6-3159872
2,Business Intelligence and Data Warehousing (Developer),Chandler Macleod,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=8rdir67bjb&lang=en&k=part+time+developer
3,Women’s Product Developer,City Beach,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35526623?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3085867
0,SAP CRM ABAP- BRF+ Developers,Clicks IT Recruitment,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=9dhyhnxzsr&lang=en&k=developer
1,Statistical Programmer (Full Time),Clinical Network Services,Toowong QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=7beed84fb749e628&fccid=043e2f13b2572f3f
3,DEVOPS ENGINEER,CloudTrek,Newstead QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=764e5d5b1e010419&fccid=cca2c7270569e9ed&vjs=3
1,Junior Developer,Coachwood IT & Executive Recruitment,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//company/Coachwood-IT-&-Executive-Recruitment/jobs/Junior-Developer-1f6a733c6add1f2c?fccid=4cee78f2aa5ab89b&vjs=3
0,Junior Developer/Support,Coachwood Information Professionals P/L,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35457878?type=standard&userqueryid=943fa3d6a5fecad591038501d4ecacda-3188705
1,Full Stack Java Developer,Cognizant Technology Solutions Australia Pty Ltd,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35307886?type=standout&userqueryid=943fa3d6a5fecad591038501d4ecacda-3189184
1,Analyst,Commonwealth Bank,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=88gkkty6zk&lang=en&k=data+analyst
0,Level 2 Support /Entry Level Developer,Companion Software,Southern Suburbs & Logan,SEEK,graduate developer,https://www.seek.com.au//job/35516137?type=standard&userqueryid=81f979cf648aa121bdf482c921459bd6-3159872
3,Dynamics CRM Developer,Control Logic,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35526665?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-3085867
2,Analyst HR Business Partner,CoreStaff,Queensland,Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=ghii3hzhxx&lang=en&k=data+analyst
2,Clinical Research Associate (CRA2/SCRA),Covance,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=mqa42hkb2c&lang=en&k=data+science
2,Internal Audit Analyst,Credit Union Australia Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=25jw0tf05s&lang=en&k=data+analyst
4,Business Analyst,Credit Union Australia Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=qhzrufg4rr&lang=en&k=data+analyst
0,PHP Developer,Creditworks Australia Pty Ltd,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35528776?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3169696
0,Principal Engineer,Cubic,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35541951?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3003586
2,BI Consultants,DWS,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=98d1f030f0a0a7ad&fccid=9e7c13066641deea&vjs=3
4,SAP CRM Specialists,DWS Limited,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35500561?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3049719
3,SAP Fiori/UI5 Specialists,DWS Limited,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35501131?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3049279
3,CNC Lathe Machinist/Programmer,Dalzell & Bagley Engineering,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35509019?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3049279
5,Software Engineer,Dassault Systemes Australia Pty Ltd,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35489112?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3050230
2,Software Developer,Dassault Systèmes,Brisbane QLD,Indeed,java,https://au.indeed.com//rc/clk?jk=74d344d9f0b2c910&fccid=29d37d43c382c8fe
0,Lead Data / Insights Analyst - Strategic role,Data Talent Australia,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=f9687fd3d417133f&fccid=439dc46b35c33d9a
0,"Head of Global Data Science Practice: Oil & Energy, Mining &...",Data Talent Australia,Brisbane QLD,Indeed,data science,https://au.indeed.com//rc/clk?jk=2a7a6b0693fb61ce&fccid=439dc46b35c33d9a
3,Lead Data / Insights Analyst - Strategic role | Innovative Marketing Agency |,Data Talent Pty Ltd,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35364747?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3128183
0,"Head of Global Data Science Practice: Oil & Energy, Mining & Metal or  Utilities",Data Talent Pty Ltd,CBD & Inner Suburbs,SEEK,data science,https://www.seek.com.au//job/35542028?type=standard&userqueryid=dd277dacbe196026c76952c136329fc6-3031463
0,Microsoft Dynamics Software Developer,Data#3 Limited,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35531912?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-3169696
4,Dynamics CRM Developer,Data#3 People Solutions,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35494389?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3049719
3,Business/Data Analyst,Data#3 People Solutions,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35501395?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-3049279
0,Security Specialist,Data#3 People Solutions,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35501311?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3126875
0,Network Engineer / Security Analyst,Datacom,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=b1f365c37b918090&fccid=3a563d9c403ac485&vjs=3
1,Network Engineer /Security Analyst,Datacom - NZ's largest home-grown professional IT services business,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35496145?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-3004156
3,Information Security Specialist,Datacom Systems QLD,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=mh54xcdk6q&lang=en&k=python
1,Information Security Specialist,Datacom Workforce Solutions,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35454146?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-3127288
5,BI Analyst,Davidson,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=avzgeqhjm5&lang=en&k=data+analyst
