Page,Job_title,Company,Location,Search_eng,Term,URL,Words_of_concern
0,ARH Software Engineer,Airbus Group Australia Pacific,Brisbane Airport QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=495ed81862643920&fccid=bc2d8021313233ce&vjs=3,mentor & lead & must & year
1,ARH Software Engineer,Airbus Group Australia Pacific Limited,,SEEK,software engineering,https://www.seek.com.au//job/35501495?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-6604032,mentor & lead & must & year
5,Aircraft Structures Design Engineer,Airbus Groups,"Brisbane Airport, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=dgbmxyp85v&lang=en&k=software+engineering,*No found
1,ARH Software Engineer,Airbus Groups,"Brisbane Airport, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=d6kvdjuwns&lang=en&k=software+engineering,*No found
2,Data Scientists x 2,Ajilon,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35450958?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-6730159,python & experienc
0,Business and Data Analyst,Ajilon,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35495588?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-6805736,lead & experienc & citizen
1,Python Developer,Ajilon,,SEEK,python,https://www.seek.com.au//job/35474619?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-6729718,python & must & experienc
6,Operations Engineer,Alitis,Brisbane QLD,Indeed,java,https://au.indeed.com//rc/clk?jk=ec6a36ded8e46c81&fccid=2bc695c9426ed2c2&vjs=3,*No found
4,Java API Developer,Alitis,,SEEK,java,https://www.seek.com.au//job/35445519?type=standout&userqueryid=480579d3b7133885d7ed142c4333305e-6841971,*No found
3,Trade Qualified Boilermaker,All Trades Queensland,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=w2032ceptr&lang=en&k=developer,*No found
6,SEO Digital Specialist,Allianz Worldwide Partners,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35413961?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6774974,lead & year & pr
2,Integration/DevOps,Ambition,Brisbane Central Business District QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=9bbe167a78fdb418&fccid=c9cd3dc1c74035d6&vjs=3,python & lead & must & experienc
1,Integration/DevOps,Ambition Technology,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35479875?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-6729718,python & lead & must & experienc
3,SOFTWARE ENGINEER,Ansaldo,Eagle Farm QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=ebe4320fdd38ee19&fccid=371f5c6e912b30d4,python & lead & onli & must & right & ethic & experienc & year
5,SOFTWARE ENGINEER,Ansaldo STS,"Eagle Farm, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=3u7j2j4gwc&lang=en&k=software+engineering,*No found
0,SOFTWARE ENGINEER - GRADUATE/JUNIOR,Ansaldo STS Australia Pty Ltd,,SEEK,python,https://www.seek.com.au//job/35531574?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-6729275,python & lead & year & perman
1,Inventory Analyst/Management Accountant,Arrium,Queensland,Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=z6n0sguu4z&lang=en&k=data+analyst,*No found
5,Software Engineer (React / node.js),AssetChain,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35430930?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-6606154,lead
2,Full Stack GoLang Developer,Attract People,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35529922?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-6687554,lead & perman
5,Lead Mobile Developer,Attract People,CBD & Inner Suburbs,SEEK,java,https://www.seek.com.au//job/35414431?type=standard&userqueryid=480579d3b7133885d7ed142c4333305e-6842444,*No found
4,Full Stack .NET Developer,Attract People,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35514379?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-6688509,*No found
0,Front End Developer | Angular | Mid to Junior,Attract People,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35333106?type=standard&userqueryid=943fa3d6a5fecad591038501d4ecacda-6790357,must & year
5,SAP Development Specialist,Aurec,,SEEK,part time developer,https://www.seek.com.au//job/35439792?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6774308,experienc & year
5,SAP Payroll Specialist ,Aurec,,SEEK,part time developer,https://www.seek.com.au//job/35439612?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6774308,mentor & experienc & year
2,SAP Payroll Specialist,Aurec,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=3a6a2db8dc8ce519&fccid=73064d8533821f6b,mentor & lead & onli & visa & experienc & year & perman
5,SAP Project Systems Specialist,Aurec,,SEEK,part time developer,https://www.seek.com.au//job/35439412?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6774308,experienc & year
2,SAP Development Specialist,Aurec Human Capital Group,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=88e3aaf191e13ff9&fccid=07536a6769894b49,lead & onli & visa & experienc & year & perman
2,SAP Payroll Specialist,Aurec Human Capital Group,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=ba80ee511e30e023&fccid=07536a6769894b49,mentor & lead & onli & visa & experienc & year & perman
1,Structural Engineer,Aurecon,,SEEK,python,https://www.seek.com.au//job/35462619?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-6729718,python & year
3,Power Systems Engineer,Aurecon,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35374945?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-6730653,python & lead & year
2,Power Systems Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,python,https://au.neuvoo.com/job.php?id=z6bd7f58pz&lang=en&k=python,*No found
0,Structural Engineer,Aurecon Group Brand (Pte) Ltd,Queensland,Neuvoo,python,https://au.neuvoo.com/job.php?id=74c58isq4z&lang=en&k=python,*No found
5,Scrum Master - Web Developer,Aurion Corporation Pty Ltd,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35434381?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6774308,lead & right & year
3,Expression of Interest - Indigenous Australian and Female Employment Opportunities,Aurizon Holdings Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=7n4eiu33rn&lang=en&k=data+analyst,*No found
4,PRODUCTION ESTIMATOR,Ausbuild,Bayside & Eastern Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35449595?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6773820,onli & year
1,DIGITAL MARKETING EXECUTIVE,Ausbuild,,SEEK,part time developer,https://www.seek.com.au//job/35505723?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6772490,onli & ethic & experienc & year & perman
3,Land Property Administrator,Ausbuild,Bayside & Eastern Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35472469?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6773401,onli & experienc & year
5,CONSTRUCTION ADMINISTRATOR,Ausbuild,,SEEK,developer,https://www.seek.com.au//job/35513487?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-6689077,ethic & year & perman
0,Environmental Team Leader,Aust Care Environmental Services,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=d13c6a17c06d3dc7&fccid=8adf2435aff46dcc,mentor & lead & onli & right
1,Environmental Operator,Aust Care Environmental Services PL,,SEEK,developer,https://www.seek.com.au//job/35536785?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-6687031,lead & year
3,IT Support Officer,Australia Institute of Business & Techno logy,CBD & Inner Suburbs,SEEK,java,https://www.seek.com.au//job/35475713?type=standout&userqueryid=480579d3b7133885d7ed142c4333305e-6841534,lead & year
0,Cabinet Maker/Programmer,Australian Benchtop Specialists Pty Ltd,Northern Suburbs,SEEK,programmer,https://www.seek.com.au//job/35536093?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-6648685,*No found
6,FHIR Developer/Modeller,Australian Digital Health Agency,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35478538?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-6651654,*No found
3,Java/Web Developer,Australian Digital Health Agency,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35478554?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-6605107,must & experienc
0,ANAO 2019 Graduate Program,Australian National Audit Office - Graduate,CBD & Inner Suburbs,SEEK,data science,https://www.seek.com.au//job/35429242?type=standout&userqueryid=dd277dacbe196026c76952c136329fc6-6632726,must & ethic & year & perman & citizen
0,Machinist - CNC Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=b87e002a262f93ca&fccid=96717984c937c161,onli & must & experienc
1,CNC Machinist - Operator / Programmer,Australian Recruiting Group,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=9e62175326af6afe&fccid=96717984c937c161,onli & must & experienc
5,ASIO Future Technologists Graduate Program - ACT,Australian Security Intelligence Organisation,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35428231?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-6606154,must & year & citizen
4,CRM Functional,Avanade,Brisbane QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=5e9f38fccfa43881&fccid=5386281035076fdf&vjs=3,lead & year
2,Specialist Technical Computing Apps & GIS,BHP Billiton Group,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35437364?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-6730159,python & onli & right
0,Principal Software Engineer,BOEING,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=58edbbf540a89e21&fccid=edae4285faf6c2f0&vjs=3,lead & must & experienc & year & perman & citizen
6,Systems Support Analyst,BOEING,Brisbane QLD,Indeed,data analyst,https://au.indeed.com//rc/clk?jk=3563afa6d5798c37&fccid=edae4285faf6c2f0,lead & onli & must & ethic & year & citizen
2,Systems Support Analyst,BOEING AUSTRALIA,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35418699?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-6806814,lead & must & right & ethic & year & citizen
2,Strategic Credit Risk Analyst,BOQ,"Newstead, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=x8wexia9uh&lang=en&k=data+analyst,*No found
0,Data Specialist - Credit Risk,Bananacoast Community Credit Union Ltd,,SEEK,data analyst,https://www.seek.com.au//job/35532686?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-6805736,python & must & year & resid & perman
2,Strategic Credit Risk Analyst,Bank of Queensland,"Newstead, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=375gykxdte&lang=en&k=data+analyst,*No found
2,Warehouse Coordinator,BayWa r.e. Solar Systems Pty Ltd,Southern Suburbs & Logan,SEEK,part time developer,https://www.seek.com.au//job/35484261?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6772974,lead
4,"Creative Architectural Draftsperson- Urban design, playgroun...",Bespoke Career Management,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=09e9843049e94782&fccid=f5e835f63d36fdc5&vjs=3,*No found
2,Architectural Graduate,Bespoke Careers,,SEEK,python,https://www.seek.com.au//job/35418820?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-6730159,python & year
4,Architectural Draftsperson / illustrator - Creative urban de...,Bespoke Careers,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=6cfb4d040232f820&fccid=2569412f8dfb9429&vjs=3,year & perman
0,Pre-Sales Consultant,Bigmate Monitoring Services,CBD & Inner Suburbs,SEEK,java,https://www.seek.com.au//job/35526119?type=standout&userqueryid=480579d3b7133885d7ed142c4333305e-6840154,year & perman
0,Junior/Mid Level Web Developer,Blue Dog Training,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35465135?type=standout&userqueryid=943fa3d6a5fecad591038501d4ecacda-6790357,ethic
1,Full-Stack Software Engineer,Blue Ocean Sourcing Pty Ltd,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35523851?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-6649227,python & perman
0,Capacity Planning Analyst,Bluhat,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=1dd366be2dadbbb8&fccid=83ab527bbd20e42a&vjs=3,*No found
0,Capacity Planning Analyst,Bluhat Consulting Pty Ltd,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35506254?type=standout&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-6729275,python & year
1,Systems Support Analyst,Boeing,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=hd02idxckq&lang=en&k=data+analyst,*No found
1,Software Tester,Boeing,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=u6q9ag78qu&lang=en&k=software+engineering,*No found
5,Software Developer,Boeing,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=pg4cirgrxi&lang=en&k=software+engineering,*No found
5,Principal Software Engineer,Boeing,"Brisbane, Queensland",Neuvoo,java,https://au.neuvoo.com/job.php?id=hfjy27rnu2&lang=en&k=java,*No found
4,Lead Software Developer,Boeing Company,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=6v7n0gzw5j&lang=en&k=part+time+developer,*No found
3,Software Engineer,Boeing Company,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=mtspqm5mcp&lang=en&k=python,*No found
3,C++ Software Developer,Boeing Company,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=qdz9p7vuaw&lang=en&k=part+time+developer,*No found
0,Principal Software Engineer,Boeing Defence Australia,,SEEK,software engineering,https://www.seek.com.au//job/35536694?type=standard&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-6603445,lead & must & experienc & year & citizen
2,Software Tester ,Boeing Defence Australia,,SEEK,part time developer,https://www.seek.com.au//job/35493518?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6772974,lead & must & citizen
3,Software Developers,Boeing Defence Australia,CBD & Inner Suburbs,SEEK,software engineering,https://www.seek.com.au//job/35467688?type=standout&userqueryid=1e5b92765efcdbff4c0a8bc6def27df1-6605107,python & must & citizen
2,Software Developer ,Boeing Defence Australia,,SEEK,part time developer,https://www.seek.com.au//job/35493282?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6772974,lead & must & citizen
2,Software Developer,Boeing RIV Site,Brisbane QLD,Indeed,java,https://au.indeed.com//rc/clk?jk=2cd6cad8e8fc6e34&fccid=edae4285faf6c2f0&vjs=3,lead & must & citizen
1,Software Engineers,Boeing RIV Site,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=2004f2fbd36d10ff&fccid=edae4285faf6c2f0,python & must & perman & citizen
0,Principal Software Engineer,Boeing RIV Site,Brisbane QLD,Indeed,java,https://au.indeed.com//rc/clk?jk=ebfdd1e3f33b95d1&fccid=edae4285faf6c2f0,lead & must & experienc & year & perman & citizen
1,Project Engineer – Commercial,Boral Limited,"Brisbane, Queensland",Neuvoo,graduate developer,https://au.neuvoo.com/job.php?id=eiczckh67t&lang=en&k=graduate+developer,*No found
1,Thin Lizzy Retail Assistant/Product Demonstrator - Northern...,Brand Developers,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=9388c8237bc5ff35&fccid=a674fe5a54524250&vjs=3,must & right
1,Thin Lizzy Retail Assistant /Product Demonstrator,Brand Developers Ltd,Northern Suburbs,SEEK,developer,https://www.seek.com.au//job/35533064?type=standout&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-6687031,must & right
6,Full Stack Java Developer - Mobile - API - Spring - Multiple Opportunities,Bridge Associates APAC Pty Ltd,CBD & Inner Suburbs,SEEK,java,https://www.seek.com.au//job/35385475?type=standard&userqueryid=480579d3b7133885d7ed142c4333305e-6842930,mentor & lead & onli & experienc
4,Intermediate C# / Javascript Software Developer,Brightfox,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35442845?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6773820,lead & right & year
5,Digital Marketing Coordinator,Brisbane Powerhouse,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35509633?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-6689077,must & ethic & year
2,New Home Sales Consultant | Killara Logan Village,Burbank Australia P/L,,SEEK,part time developer,https://www.seek.com.au//job/35486908?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6772974,lead & year
2,Junior Construction Lawyer,Burgess Paluch,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=08692aca4e27183a&fccid=bde30506b4abbb95,mentor & lead & experienc & year
2,Planning & Environment Lawyer,Burgess Paluch Legal Recruitment,,SEEK,developer,https://www.seek.com.au//job/35529048?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-6687554,year
2,Junior Construction Lawyer,Burgess Paluch Legal Recruitment,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=752jf6mbse&lang=en&k=junior+developer,*No found
0,Assistant Accountant/Treasury Analyst,"CBRE, Inc","Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=4miutgtekc&lang=en&k=data+analyst,*No found
0,CNC / Saw Programmer/ Operator,CMG Stone,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35411896?type=promoted&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-6648685,must & experienc & year
0,Analyst/Developer (Rockhampton),CQUniversity,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35539989?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-6686544,onli & must & right
5,Hydrogeochemist,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=jfivayv0t4&lang=en&k=data+science,*No found
5,Report Writer,CSIRO,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=5iabbspy3p&lang=en&k=data+science,*No found
2,Programming Engineer,CSIRO,"Brisbane, Queensland",Neuvoo,java,https://au.neuvoo.com/job.php?id=pwrvayicfd&lang=en&k=java,*No found
3,Sales Representative,Canterbury Sink and Tap,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35480873?type=standout&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6773401,lead & must & right & experienc & year
1,Technical Business Analyst/Data Analyst,Capital Talent Consulting Pty Ltd,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35443258?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-6806212,*No found
2,Graduate Environmental/Geotechnical Engineer,Cardno Limited.,Queensland,Neuvoo,data science,https://au.neuvoo.com/job.php?id=9y6x3waxn3&lang=en&k=data+science,*No found
5,Civil Engineer (Rockhampton),Cardno Limited.,Queensland,Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=szv4gafqjx&lang=en&k=software+engineering,*No found
0,Graduate/Junior/Mid PHP Developers // Gold Coast,CartonCloud,,SEEK,graduate developer,https://www.seek.com.au//job/35314233?type=standout&userqueryid=81f979cf648aa121bdf482c921459bd6-6761464,lead & year & perman
3,Business Intelligence and Data Warehousing (Developer),Chandler Macleod,"Brisbane, Queensland",Neuvoo,part time developer,https://au.neuvoo.com/job.php?id=8rdir67bjb&lang=en&k=part+time+developer,*No found
2,Women’s Product Developer,City Beach,CBD & Inner Suburbs,SEEK,developer,https://www.seek.com.au//job/35526623?type=standard&userqueryid=e907361bbd2f1cd85fa93bb4a24fb26d-6687554,must & experienc
0,SAP CRM ABAP- BRF+ Developers,Clicks IT Recruitment,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=9dhyhnxzsr&lang=en&k=developer,*No found
1,Statistical Programmer (Full Time),Clinical Network Services,Toowong QLD,Indeed,programmer,https://au.indeed.com//rc/clk?jk=7beed84fb749e628&fccid=043e2f13b2572f3f,*No found
3,DEVOPS ENGINEER,CloudTrek,Newstead QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=764e5d5b1e010419&fccid=cca2c7270569e9ed&vjs=3,python & lead & experienc
1,Junior Developer,Coachwood IT & Executive Recruitment,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//company/Coachwood-IT-&-Executive-Recruitment/jobs/Junior-Developer-1f6a733c6add1f2c?fccid=4cee78f2aa5ab89b,must & perman
0,Junior Developer/Support,Coachwood Information Professionals P/L,CBD & Inner Suburbs,SEEK,graduate developer,https://www.seek.com.au//job/35337107?type=standard&userqueryid=81f979cf648aa121bdf482c921459bd6-6761464,must & year & perman
1,Full Stack Java Developer,Cognizant Technology Solutions Australia Pty Ltd,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35307886?type=standout&userqueryid=943fa3d6a5fecad591038501d4ecacda-6790940,mentor & lead & onli & year
2,Analyst,Commonwealth Bank,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=88gkkty6zk&lang=en&k=data+analyst,*No found
0,Level 2 Support /Entry Level Developer,Companion Software,Southern Suburbs & Logan,SEEK,graduate developer,https://www.seek.com.au//job/35516137?type=standard&userqueryid=81f979cf648aa121bdf482c921459bd6-6761464,right
6,UniVerse Developer,Connect One Recruitment,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=9734039558abf33c&fccid=987bbd66c4fde76b,*No found
1,Dynamics CRM Developer,Control Logic,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35526665?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-6649227,experienc & year
4,Data Developer,CoreLogic,CBD & Inner Suburbs,SEEK,python,https://www.seek.com.au//job/35294666?type=standard&userqueryid=8a9e9534f4e8f5f6bd15933dd955d215-6731129,python & lead & year
2,Analyst HR Business Partner,CoreStaff,Queensland,Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=ghii3hzhxx&lang=en&k=data+analyst,*No found
2,Clinical Research Associate (CRA2/SCRA),Covance,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=mqa42hkb2c&lang=en&k=data+science,*No found
3,Internal Audit Analyst,Credit Union Australia Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=25jw0tf05s&lang=en&k=data+analyst,*No found
4,Business Analyst,Credit Union Australia Limited,"Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=qhzrufg4rr&lang=en&k=data+analyst,*No found
0,PHP Developer,Creditworks Australia Pty Ltd,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35528776?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-6648685,must & right & year
2,BI Consultants,DWS,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=98d1f030f0a0a7ad&fccid=9e7c13066641deea,mentor & right
3,SAP Fiori/UI5 Specialists,DWS Limited,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35501131?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-6650188,lead & experienc & year
4,SAP CRM Specialists,DWS Limited,CBD & Inner Suburbs,SEEK,programmer,https://www.seek.com.au//job/35500561?type=standout&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-6650639,lead & experienc & year
3,CNC Lathe Machinist/Programmer,Dalzell & Bagley Engineering,Southern Suburbs & Logan,SEEK,programmer,https://www.seek.com.au//job/35509019?type=standard&userqueryid=955cbf4ff5728a6628c6603cbb7b0648-6650188,experienc & year
2,Software Engineer,Dassault Systemes Australia Pty Ltd,CBD & Inner Suburbs,SEEK,part time developer,https://www.seek.com.au//job/35489112?type=standard&userqueryid=a15640fd2308c82dd13dfea98ffcc24b-6772974,mentor & year
